"Y";"C";"RRR";"VARIABLE_CATEGORY";"UNITS";"value";"Scenario"
"2020";"SPAIN";"ES";"TRANS_LOSSES";"TWh";0.223186031879104;"GH2E"
"2020";"SPAIN";"ES";"ENDO_H2";"TWh";2.39203702578184;"GH2E"
"2020";"PORTUGAL";"PT";"EXOGENOUS";"TWh";34.9261840923916;"GH2E"
"2020";"PORTUGAL";"PT";"ENDOGENOUS_ELECT2HEAT";"TWh";8.43767171367815;"GH2E"
"2020";"PORTUGAL";"PT";"ENDO_INTRASTO";"TWh";0.0450890089534851;"GH2E"
"2020";"PORTUGAL";"PT";"DIST_LOSSES";"TWh";2.28230820031946;"GH2E"
"2020";"PORTUGAL";"PT";"TRANS_LOSSES";"TWh";0.092018460561994;"GH2E"
"2020";"PORTUGAL";"PT";"ENDO_H2";"TWh";0.397308762612545;"GH2E"
"2020";"SLOVAKIA";"SK";"EXOGENOUS";"TWh";23.0484923568155;"GH2E"
"2020";"SLOVAKIA";"SK";"ENDOGENOUS_ELECT2HEAT";"TWh";13.6220821445446;"GH2E"
"2020";"SLOVAKIA";"SK";"ENDO_INTRASTO";"TWh";0.0705112690678737;"GH2E"
"2020";"SLOVAKIA";"SK";"DIST_LOSSES";"TWh";1.93003023691369;"GH2E"
"2020";"SLOVAKIA";"SK";"TRANS_LOSSES";"TWh";0.310207779260385;"GH2E"
"2020";"HUNGARY";"HU";"EXOGENOUS";"TWh";34.2367439025594;"GH2E"
"2020";"HUNGARY";"HU";"ENDOGENOUS_ELECT2HEAT";"TWh";16.7653665955632;"GH2E"
"2020";"HUNGARY";"HU";"DIST_LOSSES";"TWh";2.68432160516435;"GH2E"
"2020";"HUNGARY";"HU";"TRANS_LOSSES";"TWh";0.484532988941053;"GH2E"
"2020";"HUNGARY";"HU";"ENDO_H2";"TWh";1.03116566441037;"GH2E"
"2020";"SLOVENIA";"SI";"EXOGENOUS";"TWh";11.6058529500813;"GH2E"
