"Y";"C";"RRR";"SUBCATEGORY";"UNITS";"value";"Scenario"
"2020";"SLOVAKIA";"SK";"GENERATION_CO2_TAX";"Mmoney";935.020440463867;"GH2E"
"2020";"HUNGARY";"HU";"GENERATION_CAPITAL_COSTS";"Mmoney";1559.00788584779;"GH2E"
"2020";"HUNGARY";"HU";"GENERATION_FIXED_COSTS";"Mmoney";1541.90545645102;"GH2E"
"2020";"HUNGARY";"HU";"GENERATION_OPERATIONAL_COSTS";"Mmoney";194.412795216652;"GH2E"
"2020";"HUNGARY";"HU";"GENERATION_FUEL_COSTS";"Mmoney";2073.90744706605;"GH2E"
"2020";"HUNGARY";"HU";"TRANSMISSION_OPERATIONAL_COSTS";"Mmoney";0.000673896005398106;"GH2E"
"2020";"HUNGARY";"HU";"HEAT_TRANSMISSION_OPERATIONAL_COSTS";"Mmoney";0.000230406038337136;"GH2E"
"2020";"HUNGARY";"HU";"GENERATION_CO2_TAX";"Mmoney";2335.90507544057;"GH2E"
"2020";"SLOVENIA";"SI";"GENERATION_CAPITAL_COSTS";"Mmoney";313.020423773342;"GH2E"
"2020";"SLOVENIA";"SI";"GENERATION_FIXED_COSTS";"Mmoney";464.883040276961;"GH2E"
"2020";"SLOVENIA";"SI";"GENERATION_OPERATIONAL_COSTS";"Mmoney";68.0425742518265;"GH2E"
"2020";"SLOVENIA";"SI";"GENERATION_FUEL_COSTS";"Mmoney";648.53749381746;"GH2E"
"2020";"SLOVENIA";"SI";"TRANSMISSION_OPERATIONAL_COSTS";"Mmoney";0.000518320357114989;"GH2E"
"2020";"SLOVENIA";"SI";"HEAT_TRANSMISSION_OPERATIONAL_COSTS";"Mmoney";3.44745255728866e-05;"GH2E"
