"Y";"C";"RRR";"AAA";"G";"FFF";"COMMODITY";"TECH_TYPE";"VARIABLE_CATEGORY";"UNITS";"value";"Scenario"
"2040";"FINLAND";"FIN";"FinA";"GNR_RES_WTR_NOPMP_MC-03";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";552.823885350318;"GH2E"
"2040";"FINLAND";"FIN";"FinA";"GNR_RES_WTR_NOPMP_MC-04";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";552.823885350318;"GH2E"
"2040";"FINLAND";"FIN";"FinA";"GNR_RES_WTR_NOPMP_MC-05";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";552.823885350318;"GH2E"
"2040";"FINLAND";"FIN";"FinA";"GNR_RES_WTR_NOPMP_MC-06";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";552.823885350318;"GH2E"
"2040";"FINLAND";"FIN";"FinA";"GNR_RES_WTR_NOPMP_MC-07";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";552.823885350318;"GH2E"
"2040";"FINLAND";"FIN";"FinA";"GNR_RES_WTR_NOPMP_MC-08";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";552.823885350318;"GH2E"
"2040";"FINLAND";"FIN";"FinA";"GNR_RES_WTR_NOPMP_MC-09";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";552.823885350318;"GH2E"
"2040";"FINLAND";"FIN";"FinA";"GNR_RES_WTR_NOPMP_MC-10";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";552.823885350318;"GH2E"
"2040";"FINLAND";"FIN";"FI_large";"GNR_HS_HEAT_PIT_L-CEN_E-70";"HEAT";"HEAT";"INTERSEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";10;"GH2E"
"2040";"FINLAND";"FIN";"FI_large";"GNR_HS_HEAT_PIT_L-CEN_E-70";"HEAT";"HEAT";"INTERSEASONAL-HEAT-STORAGE";"DECOMMISSIONING";"GWh";-10;"GH2E"
"2040";"FINLAND";"FIN";"FI_large";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";2.48;"GH2E"
"2040";"FINLAND";"FIN";"FI_large";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";3.08092411787001;"GH2E"
"2040";"FINLAND";"FIN";"FI_large";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"DECOMMISSIONING";"GWh";-2.18;"GH2E"
"2040";"FINLAND";"FIN";"FI_large_gas";"GNR_HS_HEAT_PIT_L-CEN_E-70";"HEAT";"HEAT";"INTERSEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";11.6;"GH2E"
"2040";"FINLAND";"FIN";"FI_large_gas";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";4.579;"GH2E"
"2040";"FINLAND";"FIN";"FI_large_gas";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";73.9750062029794;"GH2E"
"2040";"FINLAND";"FIN";"FI_large_gas";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"DECOMMISSIONING";"GWh";-3.779;"GH2E"
"2040";"FINLAND";"FIN";"FI_medium";"GNR_HS_HEAT_PIT_L-DEC_E-70_Y-2030";"HEAT";"HEAT";"INTERSEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";1.63437275541213;"GH2E"
"2040";"FINLAND";"FIN";"FI_medium";"GNR_HS_HEAT_PIT_L-DEC_E-70_Y-2040";"HEAT";"HEAT";"INTERSEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";104.09686772895;"GH2E"
"2040";"FINLAND";"FIN";"FI_medium";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";0.656;"GH2E"
"2040";"FINLAND";"FIN";"FI_medium";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";16.9889298392018;"GH2E"
"2040";"FINLAND";"FIN";"FI_medium";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"DECOMMISSIONING";"GWh";-0.471;"GH2E"
"2040";"FINLAND";"FIN";"FI_medium_gas";"GNR_HS_HEAT_PIT_L-DEC_E-70_Y-2020";"HEAT";"HEAT";"INTERSEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";10.4328365105123;"GH2E"
"2040";"FINLAND";"FIN";"FI_medium_gas";"GNR_HS_HEAT_PIT_L-DEC_E-70_Y-2030";"HEAT";"HEAT";"INTERSEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";60.5118103533905;"GH2E"
"2040";"FINLAND";"FIN";"FI_medium_gas";"GNR_HS_HEAT_PIT_L-DEC_E-70_Y-2040";"HEAT";"HEAT";"INTERSEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";3.07384158357971;"GH2E"
"2040";"FINLAND";"FIN";"FI_medium_gas";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";1.09;"GH2E"
"2040";"FINLAND";"FIN";"FI_medium_gas";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";6.93950448344232;"GH2E"
"2040";"FINLAND";"FIN";"FI_medium_gas";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"DECOMMISSIONING";"GWh";-1.09;"GH2E"
"2040";"FINLAND";"FIN";"FI_small";"GNR_HS_HEAT_PIT_L-DEC_E-70_Y-2020";"HEAT";"HEAT";"INTERSEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";25.079174252396;"GH2E"
"2040";"FINLAND";"FIN";"FI_small";"GNR_HS_HEAT_PIT_L-DEC_E-70_Y-2030";"HEAT";"HEAT";"INTERSEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";7.05626817928462;"GH2E"
"2040";"FINLAND";"FIN";"FI_small";"GNR_HS_HEAT_PIT_L-DEC_E-70_Y-2040";"HEAT";"HEAT";"INTERSEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";25.5941026348065;"GH2E"
"2040";"FINLAND";"FIN";"FI_small";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";7.52690507192375;"GH2E"
"2040";"FINLAND";"FIN";"FI_small_gas";"GNR_HS_HEAT_PIT_L-DEC_E-70_Y-2020";"HEAT";"HEAT";"INTERSEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";4.49187753819723;"GH2E"
"2040";"FINLAND";"FIN";"FI_small_gas";"GNR_HS_HEAT_PIT_L-DEC_E-70_Y-2030";"HEAT";"HEAT";"INTERSEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";3.20251445002131;"GH2E"
"2040";"FINLAND";"FIN";"FI_small_gas";"GNR_HS_HEAT_PIT_L-DEC_E-70_Y-2040";"HEAT";"HEAT";"INTERSEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";4.63886684485595;"GH2E"
"2040";"FINLAND";"FIN";"FI_small_gas";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";1.42412586736744;"GH2E"
"2040";"FINLAND";"FIN";"FIN_IND-LT-NODH";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";40.5240156619742;"GH2E"
"2040";"FINLAND";"FIN";"FIN_IND-LT-DH";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";113.198268763793;"GH2E"
"2040";"FINLAND";"FIN";"FIN_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";4.10806820152275;"GH2E"
"2040";"FINLAND";"FIN";"FIN_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"DECOMMISSIONING";"GWh";-4.10806820152275;"GH2E"
"2040";"GERMANY";"DE4-E";"DE4-E_A";"AGG-DE4-E_ES_ELEC";"ELECTRIC";"ELECTRICITY";"INTRASEASONAL-ELECT-STORAGE";"EXOGENOUS";"GWh";0.00128;"GH2E"
"2040";"GERMANY";"DE4-E";"DE4-E_A";"AGG-DE4-E_ES_ELEC";"ELECTRIC";"ELECTRICITY";"INTRASEASONAL-ELECT-STORAGE";"DECOMMISSIONING";"GWh";-0.00128;"GH2E"
"2040";"GERMANY";"DE4-E";"DE4-E_A";"AGG-DE4-E_RES_WTR_PMP";"ELECTRIC";"ELECTRICITY";"INTRASEASONAL-ELECT-STORAGE";"EXOGENOUS";"GWh";19.32;"GH2E"
"2040";"GERMANY";"DE4-E";"DE4-E_A";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";118.503776352265;"GH2E"
"2040";"GERMANY";"DE4-E";"DE4-E_A";"GNR_H2S_H2-CAVERN_Y-2030";"HYDROGEN";"HYDROGEN";"H2-STORAGE";"ENDOGENOUS";"GWh";1145.10978970147;"GH2E"
"2040";"GERMANY";"DE4-E";"DE4-E_A";"GNR_H2S_H2-CAVERN_Y-2040";"HYDROGEN";"HYDROGEN";"H2-STORAGE";"ENDOGENOUS";"GWh";181.709394447957;"GH2E"
"2040";"GERMANY";"DE4-E";"DE4-E_IND-LT-NODH";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";75.6436176469644;"GH2E"
"2040";"GERMANY";"DE4-E";"DE4-E_IND-LT-DH";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";28.9681913990234;"GH2E"
"2040";"GERMANY";"DE4-E";"DE4-E_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";6.64722787587135;"GH2E"
"2040";"GERMANY";"DE4-E";"DE4-E_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"DECOMMISSIONING";"GWh";-6.64722787587135;"GH2E"
"2040";"GERMANY";"DE4-N";"DE4-N_A";"AGG-DE4-N_ES_ELEC";"ELECTRIC";"ELECTRICITY";"INTRASEASONAL-ELECT-STORAGE";"EXOGENOUS";"GWh";0.00044;"GH2E"
"2040";"GERMANY";"DE4-N";"DE4-N_A";"AGG-DE4-N_ES_ELEC";"ELECTRIC";"ELECTRICITY";"INTRASEASONAL-ELECT-STORAGE";"DECOMMISSIONING";"GWh";-0.00044;"GH2E"
"2040";"GERMANY";"DE4-N";"DE4-N_A";"AGG-DE4-N_RES_WTR_PMP";"ELECTRIC";"ELECTRICITY";"INTRASEASONAL-ELECT-STORAGE";"EXOGENOUS";"GWh";0.9528;"GH2E"
"2040";"GERMANY";"DE4-N";"DE4-N_A";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";34.1759114839043;"GH2E"
"2040";"GERMANY";"DE4-N";"DE4-N_A";"GNR_H2S_H2-TNKC_Y-2020";"HYDROGEN";"HYDROGEN";"H2-STORAGE";"ENDOGENOUS";"GWh";0.900079724982548;"GH2E"
"2040";"GERMANY";"DE4-N";"DE4-N_A";"GNR_H2S_H2-CAVERN_Y-2030";"HYDROGEN";"HYDROGEN";"H2-STORAGE";"ENDOGENOUS";"GWh";131.539279371014;"GH2E"
"2040";"GERMANY";"DE4-N";"DE4-N_A";"GNR_H2S_H2-CAVERN_Y-2040";"HYDROGEN";"HYDROGEN";"H2-STORAGE";"ENDOGENOUS";"GWh";165.999976123143;"GH2E"
"2040";"GERMANY";"DE4-N";"DE4-N_IND-LT-NODH";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";19.6198626477708;"GH2E"
"2040";"GERMANY";"DE4-N";"DE4-N_IND-LT-DH";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";16.5804990571861;"GH2E"
"2040";"GERMANY";"DE4-N";"DE4-N_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";2.04530088488349;"GH2E"
"2040";"GERMANY";"DE4-N";"DE4-N_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"DECOMMISSIONING";"GWh";-2.04530088488349;"GH2E"
"2040";"GERMANY";"DE4-S";"DE4-S_A";"AGG-DE4-S_ES_ELEC";"ELECTRIC";"ELECTRICITY";"INTRASEASONAL-ELECT-STORAGE";"EXOGENOUS";"GWh";0.00356;"GH2E"
"2040";"GERMANY";"DE4-S";"DE4-S_A";"AGG-DE4-S_ES_ELEC";"ELECTRIC";"ELECTRICITY";"INTRASEASONAL-ELECT-STORAGE";"DECOMMISSIONING";"GWh";-0.00356;"GH2E"
"2040";"GERMANY";"DE4-S";"DE4-S_A";"AGG-DE4-S_RES_WTR_PMP";"ELECTRIC";"ELECTRICITY";"INTRASEASONAL-ELECT-STORAGE";"EXOGENOUS";"GWh";17.304;"GH2E"
"2040";"GERMANY";"DE4-S";"DE4-S_A";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";7.91890792459614;"GH2E"
"2040";"GERMANY";"DE4-S";"DE4-S_A";"GNR_RES_WTR_NOPMP";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";0.887548337651091;"GH2E"
"2040";"GERMANY";"DE4-S";"DE4-S_IND-LT-NODH";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";233.386242519187;"GH2E"
"2040";"GERMANY";"DE4-S";"DE4-S_IND-LT-DH";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";168.806029958249;"GH2E"
"2040";"GERMANY";"DE4-S";"DE4-S_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";17.9893509647707;"GH2E"
"2040";"GERMANY";"DE4-S";"DE4-S_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"DECOMMISSIONING";"GWh";-17.9893509647707;"GH2E"
"2040";"GERMANY";"DE4-W";"DE4-W_A";"AGG-DE4-W_ES_ELEC";"ELECTRIC";"ELECTRICITY";"INTRASEASONAL-ELECT-STORAGE";"EXOGENOUS";"GWh";0.00447;"GH2E"
"2040";"GERMANY";"DE4-W";"DE4-W_A";"AGG-DE4-W_ES_ELEC";"ELECTRIC";"ELECTRICITY";"INTRASEASONAL-ELECT-STORAGE";"DECOMMISSIONING";"GWh";-0.00447;"GH2E"
"2040";"GERMANY";"DE4-W";"DE4-W_A";"AGG-DE4-W_RES_WTR_PMP";"ELECTRIC";"ELECTRICITY";"INTRASEASONAL-ELECT-STORAGE";"EXOGENOUS";"GWh";9.184;"GH2E"
"2040";"GERMANY";"DE4-W";"DE4-W_A";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";131.239353842553;"GH2E"
"2040";"GERMANY";"DE4-W";"DE4-W_A";"GNR_H2S_H2-CAVERN_Y-2030";"HYDROGEN";"HYDROGEN";"H2-STORAGE";"ENDOGENOUS";"GWh";833.508883353443;"GH2E"
"2040";"GERMANY";"DE4-W";"DE4-W_A";"GNR_H2S_H2-CAVERN_Y-2040";"HYDROGEN";"HYDROGEN";"H2-STORAGE";"ENDOGENOUS";"GWh";278.005898321527;"GH2E"
"2040";"GERMANY";"DE4-W";"DE4-W_IND-LT-NODH";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";196.446979211974;"GH2E"
"2040";"GERMANY";"DE4-W";"DE4-W_IND-LT-DH";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";131.6578417581;"GH2E"
"2040";"GERMANY";"DE4-W";"DE4-W_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";19.8022312945538;"GH2E"
"2040";"GERMANY";"DE4-W";"DE4-W_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"DECOMMISSIONING";"GWh";-19.8022312945538;"GH2E"
"2040";"NETHERLANDS";"NL";"NL_A";"GNR_HS_HEAT_PIT_L-CEN_E-70_Y-2020";"HEAT";"HEAT";"INTERSEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";39.7739494617705;"GH2E"
"2040";"NETHERLANDS";"NL";"NL_A";"GNR_H2S_H2-TNKC_Y-2020";"HYDROGEN";"HYDROGEN";"H2-STORAGE";"ENDOGENOUS";"GWh";15.2199807249087;"GH2E"
"2040";"NETHERLANDS";"NL";"NL_A";"GNR_H2S_H2-CAVERN_Y-2030";"HYDROGEN";"HYDROGEN";"H2-STORAGE";"ENDOGENOUS";"GWh";451.005524118983;"GH2E"
"2040";"NETHERLANDS";"NL";"NL_A";"GNR_H2S_H2-CAVERN_Y-2040";"HYDROGEN";"HYDROGEN";"H2-STORAGE";"ENDOGENOUS";"GWh";39.2623942546775;"GH2E"
"2040";"NETHERLANDS";"NL";"NL_IND-LT-NODH";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";118.576699414494;"GH2E"
"2040";"NETHERLANDS";"NL";"NL_IND-LT-DH";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";59.5239202269052;"GH2E"
"2040";"NETHERLANDS";"NL";"NL_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";7.43939614381978;"GH2E"
"2040";"NETHERLANDS";"NL";"NL_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"DECOMMISSIONING";"GWh";-7.43939614381978;"GH2E"
"2040";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-01";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1509.1;"GH2E"
"2040";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-02";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1509.1;"GH2E"
"2040";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-03";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1509.1;"GH2E"
"2040";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-04";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1509.1;"GH2E"
"2040";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-05";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1509.1;"GH2E"
"2040";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-06";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1509.1;"GH2E"
"2040";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-07";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1509.1;"GH2E"
"2040";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-08";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1509.1;"GH2E"
"2040";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-09";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1509.1;"GH2E"
"2040";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-10";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1509.1;"GH2E"
"2040";"SWEDEN";"SE1";"SE1_medium";"GNR_HS_HEAT_PIT_L-DEC_E-70_Y-2020";"HEAT";"HEAT";"INTERSEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";13.5986694384087;"GH2E"
"2040";"SWEDEN";"SE1";"SE1_medium";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";1.63;"GH2E"
"2040";"SWEDEN";"SE1";"SE1_medium";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";1.58100078620737;"GH2E"
"2040";"SWEDEN";"SE1";"SE1_medium";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"DECOMMISSIONING";"GWh";-0.63;"GH2E"
"2040";"SWEDEN";"SE1";"SE1_small";"GNR_HS_HEAT_PIT_L-DEC_E-70_Y-2020";"HEAT";"HEAT";"INTERSEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";1.8000385397425;"GH2E"
"2040";"SWEDEN";"SE1";"SE1_small";"GNR_HS_HEAT_PIT_L-DEC_E-70_Y-2030";"HEAT";"HEAT";"INTERSEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";0.873571674424851;"GH2E"
"2040";"SWEDEN";"SE1";"SE1_small";"GNR_HS_HEAT_PIT_L-DEC_E-70_Y-2040";"HEAT";"HEAT";"INTERSEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";0.131702062942836;"GH2E"
"2040";"SWEDEN";"SE1";"SE1_small";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";0.925;"GH2E"
"2040";"SWEDEN";"SE1";"SE1_small";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";0.970677597757654;"GH2E"
"2040";"SWEDEN";"SE1";"SE1_small";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"DECOMMISSIONING";"GWh";-0.825;"GH2E"
"2040";"SWEDEN";"SE1";"SE1_IND-LT-NODH";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";5.32274469640799;"GH2E"
"2040";"SWEDEN";"SE1";"SE1_IND-LT-DH";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";2.34798924722595;"GH2E"
"2040";"SWEDEN";"SE1";"SE1_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";0.102043345694276;"GH2E"
"2040";"SWEDEN";"SE1";"SE1_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"DECOMMISSIONING";"GWh";-0.102043345694276;"GH2E"
"2040";"SWEDEN";"SE2";"SE2A";"GNR_RES_WTR_NOPMP_MC-01";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1235.61282316338;"GH2E"
"2040";"SWEDEN";"SE2";"SE2A";"GNR_RES_WTR_NOPMP_MC-02";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1563.1;"GH2E"
"2040";"SWEDEN";"SE2";"SE2A";"GNR_RES_WTR_NOPMP_MC-03";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1563.1;"GH2E"
"2040";"SWEDEN";"SE2";"SE2A";"GNR_RES_WTR_NOPMP_MC-04";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1563.1;"GH2E"
"2040";"SWEDEN";"SE2";"SE2A";"GNR_RES_WTR_NOPMP_MC-05";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1563.1;"GH2E"
