"Y";"C";"RRR";"AAA";"G";"FFF";"COMMODITY";"TECH_TYPE";"VARIABLE_CATEGORY";"UNITS";"value";"Scenario"
"2020";"NORWAY";"NO1";"NO1_A1";"GNR_RES_WTR_NOPMP_MC-01";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";578.7;"GH2E"
"2020";"NORWAY";"NO1";"NO1_A1";"GNR_RES_WTR_NOPMP_MC-02";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";578.7;"GH2E"
"2020";"NORWAY";"NO1";"NO1_A1";"GNR_RES_WTR_NOPMP_MC-03";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";578.7;"GH2E"
"2020";"NORWAY";"NO1";"NO1_A1";"GNR_RES_WTR_NOPMP_MC-04";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";578.7;"GH2E"
"2020";"NORWAY";"NO1";"NO1_A1";"GNR_RES_WTR_NOPMP_MC-05";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";578.7;"GH2E"
"2020";"NORWAY";"NO1";"NO1_A1";"GNR_RES_WTR_NOPMP_MC-06";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";578.7;"GH2E"
"2020";"NORWAY";"NO1";"NO1_A1";"GNR_RES_WTR_NOPMP_MC-07";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";578.7;"GH2E"
"2020";"NORWAY";"NO1";"NO1_A1";"GNR_RES_WTR_NOPMP_MC-08";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";578.7;"GH2E"
"2020";"NORWAY";"NO1";"NO1_A1";"GNR_RES_WTR_NOPMP_MC-09";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";578.7;"GH2E"
"2020";"NORWAY";"NO1";"NO1_A1";"GNR_RES_WTR_NOPMP_MC-10";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";578.7;"GH2E"
"2020";"NORWAY";"NO1";"NO1_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";0.655344052366867;"GH2E"
"2020";"NORWAY";"NO1";"NO1_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";3.20919556912313;"GH2E"
"2020";"NORWAY";"NO2";"NO2_A1";"GNR_RES_WTR_NOPMP_MC-01";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1354.42601707522;"GH2E"
"2020";"NORWAY";"NO2";"NO2_A1";"GNR_RES_WTR_NOPMP_MC-02";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";3272.5;"GH2E"
"2020";"NORWAY";"NO2";"NO2_A1";"GNR_RES_WTR_NOPMP_MC-03";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";3272.5;"GH2E"
"2020";"NORWAY";"NO2";"NO2_A1";"GNR_RES_WTR_NOPMP_MC-04";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";3272.5;"GH2E"
"2020";"NORWAY";"NO2";"NO2_A1";"GNR_RES_WTR_NOPMP_MC-05";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";3272.5;"GH2E"
"2020";"NORWAY";"NO2";"NO2_A1";"GNR_RES_WTR_NOPMP_MC-06";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";3272.5;"GH2E"
"2020";"NORWAY";"NO2";"NO2_A1";"GNR_RES_WTR_NOPMP_MC-07";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";3272.5;"GH2E"
"2020";"NORWAY";"NO2";"NO2_A1";"GNR_RES_WTR_NOPMP_MC-08";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";3272.5;"GH2E"
"2020";"NORWAY";"NO2";"NO2_A1";"GNR_RES_WTR_NOPMP_MC-09";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";3272.5;"GH2E"
"2020";"NORWAY";"NO2";"NO2_A1";"GNR_RES_WTR_NOPMP_MC-10";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";3272.5;"GH2E"
"2020";"NORWAY";"NO2";"NO2_A1";"GNR_RES_WTR_PMP_MC-01";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1918.07398292478;"GH2E"
"2020";"NORWAY";"NO2";"NO2_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";0.406836974233692;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A1";"GNR_ES_ELEC_BAT-LITHIO-PEAK_E-86_Y-2020";"ELECTRIC";"ELECTRICITY";"INTRASEASONAL-ELECT-STORAGE";"ENDOGENOUS";"GWh";0.255852007292657;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A1";"GNR_RES_WTR_NOPMP_MC-01";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";614.007028723788;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A1";"GNR_RES_WTR_NOPMP_MC-02";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";780.9;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A1";"GNR_RES_WTR_NOPMP_MC-03";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";780.9;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A1";"GNR_RES_WTR_NOPMP_MC-04";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";780.9;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A1";"GNR_RES_WTR_NOPMP_MC-05";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";780.9;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A1";"GNR_RES_WTR_NOPMP_MC-06";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";780.9;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A1";"GNR_RES_WTR_NOPMP_MC-07";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";780.9;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A1";"GNR_RES_WTR_NOPMP_MC-08";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";780.9;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A1";"GNR_RES_WTR_NOPMP_MC-09";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";780.9;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A1";"GNR_RES_WTR_NOPMP_MC-10";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";780.9;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A1";"GNR_RES_WTR_PMP_MC-01";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";166.892971276212;"GH2E"
"2020";"NORWAY";"NO3";"NO3_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";0.253858215738054;"GH2E"
"2020";"NORWAY";"NO4";"NO4_A1";"GNR_RES_WTR_NOPMP_MC-01";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1936.7;"GH2E"
"2020";"NORWAY";"NO4";"NO4_A1";"GNR_RES_WTR_NOPMP_MC-02";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1936.7;"GH2E"
"2020";"NORWAY";"NO4";"NO4_A1";"GNR_RES_WTR_NOPMP_MC-03";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1936.7;"GH2E"
"2020";"NORWAY";"NO4";"NO4_A1";"GNR_RES_WTR_NOPMP_MC-04";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1936.7;"GH2E"
"2020";"NORWAY";"NO4";"NO4_A1";"GNR_RES_WTR_NOPMP_MC-05";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1936.7;"GH2E"
"2020";"NORWAY";"NO4";"NO4_A1";"GNR_RES_WTR_NOPMP_MC-06";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1936.7;"GH2E"
"2020";"NORWAY";"NO4";"NO4_A1";"GNR_RES_WTR_NOPMP_MC-07";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1936.7;"GH2E"
"2020";"NORWAY";"NO4";"NO4_A1";"GNR_RES_WTR_NOPMP_MC-08";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1936.7;"GH2E"
"2020";"NORWAY";"NO4";"NO4_A1";"GNR_RES_WTR_NOPMP_MC-09";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1936.7;"GH2E"
"2020";"NORWAY";"NO4";"NO4_A1";"GNR_RES_WTR_NOPMP_MC-10";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1936.7;"GH2E"
"2020";"NORWAY";"NO4";"NO4_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";0.199244123791894;"GH2E"
"2020";"NORWAY";"NO4";"NO4_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";0.52962718088991;"GH2E"
"2020";"NORWAY";"NO5";"NO5_A1";"GNR_RES_WTR_NOPMP_MC-01";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";426.240095890582;"GH2E"
"2020";"NORWAY";"NO5";"NO5_A1";"GNR_RES_WTR_NOPMP_MC-02";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1653.6;"GH2E"
"2020";"NORWAY";"NO5";"NO5_A1";"GNR_RES_WTR_NOPMP_MC-03";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1653.6;"GH2E"
"2020";"NORWAY";"NO5";"NO5_A1";"GNR_RES_WTR_NOPMP_MC-04";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1653.6;"GH2E"
"2020";"NORWAY";"NO5";"NO5_A1";"GNR_RES_WTR_NOPMP_MC-05";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1653.6;"GH2E"
"2020";"NORWAY";"NO5";"NO5_A1";"GNR_RES_WTR_NOPMP_MC-06";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1653.6;"GH2E"
"2020";"NORWAY";"NO5";"NO5_A1";"GNR_RES_WTR_NOPMP_MC-07";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1653.6;"GH2E"
"2020";"NORWAY";"NO5";"NO5_A1";"GNR_RES_WTR_NOPMP_MC-08";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1653.6;"GH2E"
"2020";"NORWAY";"NO5";"NO5_A1";"GNR_RES_WTR_NOPMP_MC-09";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1653.6;"GH2E"
"2020";"NORWAY";"NO5";"NO5_A1";"GNR_RES_WTR_NOPMP_MC-10";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1653.6;"GH2E"
"2020";"NORWAY";"NO5";"NO5_A1";"GNR_RES_WTR_PMP_MC-01";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1227.35990410942;"GH2E"
"2020";"NORWAY";"NO5";"NO5_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";0.170734403873645;"GH2E"
"2020";"NORWAY";"NO5";"NO5_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";0.778796628885018;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";6.7304;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Rural";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";6.03814;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Medium";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";4.856;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Small";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";0.503;"GH2E"
"2020";"DENMARK";"DK1";"DK1_MedSmall";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";2.054;"GH2E"
"2020";"DENMARK";"DK1";"DK1_IND-LT-NODH";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";0.42065;"GH2E"
"2020";"DENMARK";"DK1";"DK1_IND-LT-DH";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";1.26195;"GH2E"
"2020";"DENMARK";"DK1";"DK1_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";0.954137311337826;"GH2E"
"2020";"DENMARK";"DK2";"DK2_Large";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";2.184;"GH2E"
"2020";"DENMARK";"DK2";"DK2_Rural";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";2.18936;"GH2E"
"2020";"DENMARK";"DK2";"DK2_Medium";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";2.033;"GH2E"
"2020";"DENMARK";"DK2";"DK2_MedSmall";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";0.944;"GH2E"
"2020";"DENMARK";"DK2";"DK2_Small";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";0.61;"GH2E"
"2020";"DENMARK";"DK2";"DK2_IND-LT-NODH";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";0.1365;"GH2E"
"2020";"DENMARK";"DK2";"DK2_IND-LT-DH";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";0.4095;"GH2E"
"2020";"DENMARK";"DK2";"DK2_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";0.654828483034681;"GH2E"
"2020";"FINLAND";"FIN";"FinA";"GNR_RES_WTR_NOPMP_MC-01";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";552.823885350318;"GH2E"
"2020";"FINLAND";"FIN";"FinA";"GNR_RES_WTR_NOPMP_MC-02";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";552.823885350318;"GH2E"
"2020";"FINLAND";"FIN";"FinA";"GNR_RES_WTR_NOPMP_MC-03";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";552.823885350318;"GH2E"
"2020";"FINLAND";"FIN";"FinA";"GNR_RES_WTR_NOPMP_MC-04";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";552.823885350318;"GH2E"
"2020";"FINLAND";"FIN";"FinA";"GNR_RES_WTR_NOPMP_MC-05";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";552.823885350318;"GH2E"
"2020";"FINLAND";"FIN";"FinA";"GNR_RES_WTR_NOPMP_MC-06";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";552.823885350318;"GH2E"
"2020";"FINLAND";"FIN";"FinA";"GNR_RES_WTR_NOPMP_MC-07";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";552.823885350318;"GH2E"
"2020";"FINLAND";"FIN";"FinA";"GNR_RES_WTR_NOPMP_MC-08";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";552.823885350318;"GH2E"
"2020";"FINLAND";"FIN";"FinA";"GNR_RES_WTR_NOPMP_MC-09";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";552.823885350318;"GH2E"
"2020";"FINLAND";"FIN";"FinA";"GNR_RES_WTR_NOPMP_MC-10";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";552.823885350318;"GH2E"
"2020";"FINLAND";"FIN";"FI_large";"GNR_HS_HEAT_PIT_L-CEN_E-70";"HEAT";"HEAT";"INTERSEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";10;"GH2E"
"2020";"FINLAND";"FIN";"FI_large";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";2.48;"GH2E"
"2020";"FINLAND";"FIN";"FI_large_gas";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";4.579;"GH2E"
"2020";"FINLAND";"FIN";"FI_medium";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";0.656;"GH2E"
"2020";"FINLAND";"FIN";"FI_medium_gas";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";1.09;"GH2E"
"2020";"FINLAND";"FIN";"FI_medium_gas";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";5.45964550086838;"GH2E"
"2020";"FINLAND";"FIN";"FIN_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";4.10806820152275;"GH2E"
"2020";"GERMANY";"DE4-E";"DE4-E_A";"AGG-DE4-E_ES_ELEC";"ELECTRIC";"ELECTRICITY";"INTRASEASONAL-ELECT-STORAGE";"EXOGENOUS";"GWh";0.00128;"GH2E"
"2020";"GERMANY";"DE4-E";"DE4-E_A";"AGG-DE4-E_RES_WTR_PMP";"ELECTRIC";"ELECTRICITY";"INTRASEASONAL-ELECT-STORAGE";"EXOGENOUS";"GWh";19.32;"GH2E"
"2020";"GERMANY";"DE4-E";"DE4-E_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";6.64722787587135;"GH2E"
"2020";"GERMANY";"DE4-N";"DE4-N_A";"AGG-DE4-N_ES_ELEC";"ELECTRIC";"ELECTRICITY";"INTRASEASONAL-ELECT-STORAGE";"EXOGENOUS";"GWh";0.00044;"GH2E"
"2020";"GERMANY";"DE4-N";"DE4-N_A";"AGG-DE4-N_RES_WTR_PMP";"ELECTRIC";"ELECTRICITY";"INTRASEASONAL-ELECT-STORAGE";"EXOGENOUS";"GWh";0.9528;"GH2E"
"2020";"GERMANY";"DE4-N";"DE4-N_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";2.04530088488349;"GH2E"
"2020";"GERMANY";"DE4-N";"DE4-N_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"ENDOGENOUS";"GWh";12.7831969038341;"GH2E"
"2020";"GERMANY";"DE4-S";"DE4-S_A";"AGG-DE4-S_ES_ELEC";"ELECTRIC";"ELECTRICITY";"INTRASEASONAL-ELECT-STORAGE";"EXOGENOUS";"GWh";0.00356;"GH2E"
"2020";"GERMANY";"DE4-S";"DE4-S_A";"AGG-DE4-S_RES_WTR_PMP";"ELECTRIC";"ELECTRICITY";"INTRASEASONAL-ELECT-STORAGE";"EXOGENOUS";"GWh";17.304;"GH2E"
"2020";"GERMANY";"DE4-S";"DE4-S_A";"GNR_RES_WTR_NOPMP";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";0.887548337651091;"GH2E"
"2020";"GERMANY";"DE4-S";"DE4-S_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";17.9893509647707;"GH2E"
"2020";"GERMANY";"DE4-W";"DE4-W_A";"AGG-DE4-W_ES_ELEC";"ELECTRIC";"ELECTRICITY";"INTRASEASONAL-ELECT-STORAGE";"EXOGENOUS";"GWh";0.00447;"GH2E"
"2020";"GERMANY";"DE4-W";"DE4-W_A";"AGG-DE4-W_RES_WTR_PMP";"ELECTRIC";"ELECTRICITY";"INTRASEASONAL-ELECT-STORAGE";"EXOGENOUS";"GWh";9.184;"GH2E"
"2020";"GERMANY";"DE4-W";"DE4-W_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";19.8022312945538;"GH2E"
"2020";"NETHERLANDS";"NL";"NL_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";7.43939614381978;"GH2E"
"2020";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-01";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1509.1;"GH2E"
"2020";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-02";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1509.1;"GH2E"
"2020";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-03";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1509.1;"GH2E"
"2020";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-04";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1509.1;"GH2E"
"2020";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-05";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1509.1;"GH2E"
"2020";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-06";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1509.1;"GH2E"
"2020";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-07";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1509.1;"GH2E"
"2020";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-08";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1509.1;"GH2E"
"2020";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-09";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1509.1;"GH2E"
"2020";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-10";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1509.1;"GH2E"
"2020";"SWEDEN";"SE1";"SE1_medium";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";1.63;"GH2E"
"2020";"SWEDEN";"SE1";"SE1_small";"GNR_HS_HEAT_WTR-TANK_LS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";0.925;"GH2E"
"2020";"SWEDEN";"SE1";"SE1_IDVU-HOTWTR";"GNR_HS_HEAT_WTR-TANK_SS_E-95_Y-2010";"HEAT";"HEAT";"INTRASEASONAL-HEAT-STORAGE";"EXOGENOUS";"GWh";0.102043345694276;"GH2E"
"2020";"SWEDEN";"SE2";"SE2A";"GNR_RES_WTR_NOPMP_MC-01";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"EXOGENOUS";"GWh";1235.61282316338;"GH2E"
