"Y";"C";"RRR";"PRICE_CATEGORY";"UNITS";"value";"Scenario"
"2045";"ITALY";"IT";"AVERAGE";"Money_per_MWh";46.4098787736436;"GH2E"
"2045";"SWITZERLAND";"CH";"AVERAGE";"Money_per_MWh";46.7186482214144;"GH2E"
"2045";"AUSTRIA";"AT";"AVERAGE";"Money_per_MWh";46.8163004182893;"GH2E"
"2045";"CZECH_REPUBLIC";"CZ";"AVERAGE";"Money_per_MWh";46.8407107983409;"GH2E"
"2045";"SPAIN";"ES";"AVERAGE";"Money_per_MWh";44.3378190692359;"GH2E"
"2045";"PORTUGAL";"PT";"AVERAGE";"Money_per_MWh";44.1416622646668;"GH2E"
"2045";"SLOVAKIA";"SK";"AVERAGE";"Money_per_MWh";46.6063875262937;"GH2E"
"2045";"HUNGARY";"HU";"AVERAGE";"Money_per_MWh";46.6023338704795;"GH2E"
"2045";"SLOVENIA";"SI";"AVERAGE";"Money_per_MWh";46.8400844819239;"GH2E"
"2045";"CROATIA";"HR";"AVERAGE";"Money_per_MWh";46.8905415547429;"GH2E"
"2045";"ROMANIA";"RO";"AVERAGE";"Money_per_MWh";46.54757037678;"GH2E"
"2045";"BULGARIA";"BG";"AVERAGE";"Money_per_MWh";46.4565895539278;"GH2E"
"2045";"GREECE";"GR";"AVERAGE";"Money_per_MWh";47.2066556815317;"GH2E"
"2045";"IRELAND";"IE";"AVERAGE";"Money_per_MWh";45.9954961609292;"GH2E"
"2045";"LUXEMBOURG";"LU";"AVERAGE";"Money_per_MWh";47.3197661437621;"GH2E"
"2045";"ALBANIA";"AL";"AVERAGE";"Money_per_MWh";47.5153676619121;"GH2E"
"2045";"MONTENEGRO";"ME";"AVERAGE";"Money_per_MWh";49.9249012185699;"GH2E"
"2045";"NORTH_MACEDONIA";"MK";"AVERAGE";"Money_per_MWh";47.131736786744;"GH2E"
"2045";"BOSNIA_AND_HERZEGOVINA";"BA";"AVERAGE";"Money_per_MWh";47.3930110802405;"GH2E"
"2045";"SERBIA";"RS";"AVERAGE";"Money_per_MWh";47.3540300521447;"GH2E"
"2045";"MALTA";"MT";"AVERAGE";"Money_per_MWh";47.7970325356645;"GH2E"
"2045";"CYPRUS";"CY";"AVERAGE";"Money_per_MWh";44.8783271017149;"GH2E"
"2050";"NORWAY";"NO1";"AVERAGE";"Money_per_MWh";42.0076571466801;"GH2E"
"2050";"NORWAY";"NO2";"AVERAGE";"Money_per_MWh";41.9373652489906;"GH2E"
"2050";"NORWAY";"NO3";"AVERAGE";"Money_per_MWh";42.3303728898331;"GH2E"
"2050";"NORWAY";"NO4";"AVERAGE";"Money_per_MWh";42.3309287867995;"GH2E"
"2050";"NORWAY";"NO5";"AVERAGE";"Money_per_MWh";41.7697497506139;"GH2E"
"2050";"DENMARK";"DK1";"AVERAGE";"Money_per_MWh";41.6886031441797;"GH2E"
"2050";"DENMARK";"DK2";"AVERAGE";"Money_per_MWh";41.8093413762995;"GH2E"
