"Y";"C";"RRR";"PRICE_CATEGORY";"UNITS";"value";"Scenario"
"2030";"BULGARIA";"BG";"AVERAGE";"Money_per_MWh";41.7533243927913;"GH2E"
"2030";"GREECE";"GR";"AVERAGE";"Money_per_MWh";42.844125546743;"GH2E"
"2030";"IRELAND";"IE";"AVERAGE";"Money_per_MWh";31.6851549555986;"GH2E"
"2030";"LUXEMBOURG";"LU";"AVERAGE";"Money_per_MWh";41.0997535096621;"GH2E"
"2030";"ALBANIA";"AL";"AVERAGE";"Money_per_MWh";40.5909127907535;"GH2E"
"2030";"MONTENEGRO";"ME";"AVERAGE";"Money_per_MWh";41.2463514036882;"GH2E"
"2030";"NORTH_MACEDONIA";"MK";"AVERAGE";"Money_per_MWh";42.1397170639976;"GH2E"
"2030";"BOSNIA_AND_HERZEGOVINA";"BA";"AVERAGE";"Money_per_MWh";43.3044839289703;"GH2E"
"2030";"SERBIA";"RS";"AVERAGE";"Money_per_MWh";43.8190260429127;"GH2E"
"2030";"MALTA";"MT";"AVERAGE";"Money_per_MWh";41.9373492704071;"GH2E"
"2030";"CYPRUS";"CY";"AVERAGE";"Money_per_MWh";41.9977394524163;"GH2E"
"2035";"NORWAY";"NO1";"AVERAGE";"Money_per_MWh";32.6937614152629;"GH2E"
"2035";"NORWAY";"NO2";"AVERAGE";"Money_per_MWh";33.2707161209228;"GH2E"
"2035";"NORWAY";"NO3";"AVERAGE";"Money_per_MWh";30.1507325538911;"GH2E"
"2035";"NORWAY";"NO4";"AVERAGE";"Money_per_MWh";29.0027023514528;"GH2E"
"2035";"NORWAY";"NO5";"AVERAGE";"Money_per_MWh";32.2149449745558;"GH2E"
"2035";"DENMARK";"DK1";"AVERAGE";"Money_per_MWh";37.21779304464;"GH2E"
"2035";"DENMARK";"DK2";"AVERAGE";"Money_per_MWh";38.0412647101825;"GH2E"
"2035";"FINLAND";"FIN";"AVERAGE";"Money_per_MWh";33.1395940843153;"GH2E"
"2035";"GERMANY";"DE4-E";"AVERAGE";"Money_per_MWh";39.7967528743984;"GH2E"
"2035";"GERMANY";"DE4-N";"AVERAGE";"Money_per_MWh";38.8044637938724;"GH2E"
"2035";"GERMANY";"DE4-S";"AVERAGE";"Money_per_MWh";41.6286215302448;"GH2E"
"2035";"GERMANY";"DE4-W";"AVERAGE";"Money_per_MWh";39.1120934177359;"GH2E"
"2035";"NETHERLANDS";"NL";"AVERAGE";"Money_per_MWh";41.5613444235864;"GH2E"
"2035";"SWEDEN";"SE1";"AVERAGE";"Money_per_MWh";30.1058220224074;"GH2E"
"2035";"SWEDEN";"SE2";"AVERAGE";"Money_per_MWh";30.3469110359454;"GH2E"
