"Y";"C";"IRRRE";"IRRRI";"VARIABLE_CATEGORY";"UNITS";"value";"Scenario"
"2040";"BELGIUM";"BE";"FR";"ENDOGENOUS";"GW";1.07416606505757;"GH2E"
"2040";"BELGIUM";"BE";"LU";"EXOGENOUS";"GW";0.68;"GH2E"
"2040";"BELGIUM";"BE";"LU";"ENDOGENOUS";"GW";4.15510647656213;"GH2E"
"2040";"FRANCE";"FR";"DE4-S";"EXOGENOUS";"GW";4.5;"GH2E"
"2040";"FRANCE";"FR";"DE4-S";"ENDOGENOUS";"GW";2.30382559470865;"GH2E"
"2040";"FRANCE";"FR";"UK";"EXOGENOUS";"GW";6.8;"GH2E"
"2040";"FRANCE";"FR";"UK";"ENDOGENOUS";"GW";12;"GH2E"
"2040";"FRANCE";"FR";"BE";"EXOGENOUS";"GW";4.3;"GH2E"
"2040";"FRANCE";"FR";"BE";"ENDOGENOUS";"GW";1.07416606505757;"GH2E"
"2040";"FRANCE";"FR";"IT";"EXOGENOUS";"GW";4.4;"GH2E"
"2040";"FRANCE";"FR";"IT";"ENDOGENOUS";"GW";4.98836097165492;"GH2E"
"2040";"FRANCE";"FR";"CH";"EXOGENOUS";"GW";3.15;"GH2E"
"2040";"FRANCE";"FR";"CH";"ENDOGENOUS";"GW";12;"GH2E"
"2040";"FRANCE";"FR";"ES";"EXOGENOUS";"GW";4.8;"GH2E"
"2040";"FRANCE";"FR";"ES";"ENDOGENOUS";"GW";12;"GH2E"
"2040";"FRANCE";"FR";"LU";"ENDOGENOUS";"GW";12;"GH2E"
"2040";"ITALY";"IT";"FR";"EXOGENOUS";"GW";2.31;"GH2E"
"2040";"ITALY";"IT";"FR";"ENDOGENOUS";"GW";4.98836097165492;"GH2E"
"2040";"ITALY";"IT";"CH";"EXOGENOUS";"GW";1.91;"GH2E"
"2040";"ITALY";"IT";"AT";"EXOGENOUS";"GW";0.235;"GH2E"
"2040";"ITALY";"IT";"AT";"ENDOGENOUS";"GW";5.69870548304611;"GH2E"
"2040";"ITALY";"IT";"SI";"EXOGENOUS";"GW";1.895;"GH2E"
"2040";"ITALY";"IT";"SI";"ENDOGENOUS";"GW";0.359572192355995;"GH2E"
"2040";"ITALY";"IT";"HR";"ENDOGENOUS";"GW";0.866307950668089;"GH2E"
"2040";"ITALY";"IT";"GR";"EXOGENOUS";"GW";0.5;"GH2E"
"2040";"ITALY";"IT";"ME";"EXOGENOUS";"GW";1.8;"GH2E"
"2040";"ITALY";"IT";"MT";"EXOGENOUS";"GW";0.2;"GH2E"
"2040";"SWITZERLAND";"CH";"DE4-S";"EXOGENOUS";"GW";4.6;"GH2E"
"2040";"SWITZERLAND";"CH";"DE4-S";"ENDOGENOUS";"GW";12;"GH2E"
"2040";"SWITZERLAND";"CH";"FR";"EXOGENOUS";"GW";1.3;"GH2E"
"2040";"SWITZERLAND";"CH";"FR";"ENDOGENOUS";"GW";12;"GH2E"
"2040";"SWITZERLAND";"CH";"IT";"EXOGENOUS";"GW";4.24;"GH2E"
"2040";"SWITZERLAND";"CH";"AT";"EXOGENOUS";"GW";1.2;"GH2E"
"2040";"AUSTRIA";"AT";"DE4-S";"EXOGENOUS";"GW";5;"GH2E"
"2040";"AUSTRIA";"AT";"IT";"EXOGENOUS";"GW";0.405;"GH2E"
"2040";"AUSTRIA";"AT";"IT";"ENDOGENOUS";"GW";5.69870548304611;"GH2E"
"2040";"AUSTRIA";"AT";"CH";"EXOGENOUS";"GW";1.2;"GH2E"
"2040";"AUSTRIA";"AT";"CZ";"EXOGENOUS";"GW";0.9;"GH2E"
"2040";"AUSTRIA";"AT";"CZ";"ENDOGENOUS";"GW";7.70822043788076;"GH2E"
"2040";"AUSTRIA";"AT";"HU";"EXOGENOUS";"GW";0.8;"GH2E"
"2040";"AUSTRIA";"AT";"SI";"EXOGENOUS";"GW";0.95;"GH2E"
"2040";"AUSTRIA";"AT";"SI";"ENDOGENOUS";"GW";4.32323109321471;"GH2E"
"2040";"CZECH_REPUBLIC";"CZ";"DE4-E";"EXOGENOUS";"GW";1.05;"GH2E"
"2040";"CZECH_REPUBLIC";"CZ";"DE4-E";"ENDOGENOUS";"GW";10.2741303235799;"GH2E"
"2040";"CZECH_REPUBLIC";"CZ";"DE4-S";"EXOGENOUS";"GW";1.05;"GH2E"
"2040";"CZECH_REPUBLIC";"CZ";"DE4-S";"ENDOGENOUS";"GW";10.1118536025426;"GH2E"
"2040";"CZECH_REPUBLIC";"CZ";"PL";"EXOGENOUS";"GW";0.6;"GH2E"
"2040";"CZECH_REPUBLIC";"CZ";"PL";"ENDOGENOUS";"GW";12;"GH2E"
"2040";"CZECH_REPUBLIC";"CZ";"AT";"EXOGENOUS";"GW";0.8;"GH2E"
"2040";"CZECH_REPUBLIC";"CZ";"AT";"ENDOGENOUS";"GW";7.70822043788076;"GH2E"
"2040";"CZECH_REPUBLIC";"CZ";"SK";"EXOGENOUS";"GW";1.8;"GH2E"
"2040";"CZECH_REPUBLIC";"CZ";"SK";"ENDOGENOUS";"GW";6.24752626275;"GH2E"
"2040";"SPAIN";"ES";"FR";"EXOGENOUS";"GW";4.9;"GH2E"
"2040";"SPAIN";"ES";"FR";"ENDOGENOUS";"GW";12;"GH2E"
"2040";"SPAIN";"ES";"PT";"EXOGENOUS";"GW";3.6;"GH2E"
"2040";"PORTUGAL";"PT";"ES";"EXOGENOUS";"GW";3;"GH2E"
"2040";"SLOVAKIA";"SK";"PL";"EXOGENOUS";"GW";0.99;"GH2E"
"2040";"SLOVAKIA";"SK";"PL";"ENDOGENOUS";"GW";12;"GH2E"
"2040";"SLOVAKIA";"SK";"CZ";"EXOGENOUS";"GW";1.1;"GH2E"
"2040";"SLOVAKIA";"SK";"CZ";"ENDOGENOUS";"GW";6.24752626275;"GH2E"
"2040";"SLOVAKIA";"SK";"HU";"EXOGENOUS";"GW";2.35;"GH2E"
"2040";"SLOVAKIA";"SK";"HU";"ENDOGENOUS";"GW";12;"GH2E"
"2040";"HUNGARY";"HU";"AT";"EXOGENOUS";"GW";0.8;"GH2E"
"2040";"HUNGARY";"HU";"SK";"EXOGENOUS";"GW";3.85;"GH2E"
"2040";"HUNGARY";"HU";"SK";"ENDOGENOUS";"GW";12;"GH2E"
"2040";"HUNGARY";"HU";"SI";"EXOGENOUS";"GW";2.4;"GH2E"
"2040";"HUNGARY";"HU";"HR";"EXOGENOUS";"GW";2;"GH2E"
"2040";"HUNGARY";"HU";"RO";"EXOGENOUS";"GW";1.335;"GH2E"
"2040";"HUNGARY";"HU";"RO";"ENDOGENOUS";"GW";4.84158649486028;"GH2E"
"2040";"HUNGARY";"HU";"RS";"EXOGENOUS";"GW";0.6;"GH2E"
"2040";"HUNGARY";"HU";"RS";"ENDOGENOUS";"GW";2.34902534843489;"GH2E"
"2040";"SLOVENIA";"SI";"IT";"EXOGENOUS";"GW";1.76;"GH2E"
"2040";"SLOVENIA";"SI";"IT";"ENDOGENOUS";"GW";0.359572192355995;"GH2E"
"2040";"SLOVENIA";"SI";"AT";"EXOGENOUS";"GW";0.95;"GH2E"
"2040";"SLOVENIA";"SI";"AT";"ENDOGENOUS";"GW";4.32323109321471;"GH2E"
"2040";"SLOVENIA";"SI";"HU";"EXOGENOUS";"GW";2.4;"GH2E"
"2040";"SLOVENIA";"SI";"HR";"EXOGENOUS";"GW";2.55;"GH2E"
"2040";"SLOVENIA";"SI";"HR";"ENDOGENOUS";"GW";3.16911235019511;"GH2E"
"2040";"CROATIA";"HR";"IT";"ENDOGENOUS";"GW";0.866307950668089;"GH2E"
"2040";"CROATIA";"HR";"HU";"EXOGENOUS";"GW";2;"GH2E"
"2040";"CROATIA";"HR";"SI";"EXOGENOUS";"GW";1.5;"GH2E"
"2040";"CROATIA";"HR";"SI";"ENDOGENOUS";"GW";3.16911235019511;"GH2E"
"2040";"CROATIA";"HR";"BA";"EXOGENOUS";"GW";0.7;"GH2E"
"2040";"CROATIA";"HR";"BA";"ENDOGENOUS";"GW";1.31439325106732;"GH2E"
"2040";"CROATIA";"HR";"RS";"EXOGENOUS";"GW";0.6;"GH2E"
"2040";"ROMANIA";"RO";"HU";"EXOGENOUS";"GW";1.717;"GH2E"
"2040";"ROMANIA";"RO";"HU";"ENDOGENOUS";"GW";4.84158649486028;"GH2E"
"2040";"ROMANIA";"RO";"BG";"EXOGENOUS";"GW";0.3;"GH2E"
"2040";"ROMANIA";"RO";"BG";"ENDOGENOUS";"GW";0.139622557437017;"GH2E"
"2040";"ROMANIA";"RO";"RS";"EXOGENOUS";"GW";1.844;"GH2E"
"2040";"BULGARIA";"BG";"RO";"EXOGENOUS";"GW";0.3;"GH2E"
"2040";"BULGARIA";"BG";"RO";"ENDOGENOUS";"GW";0.139622557437017;"GH2E"
"2040";"BULGARIA";"BG";"GR";"EXOGENOUS";"GW";1.95;"GH2E"
"2040";"BULGARIA";"BG";"MK";"EXOGENOUS";"GW";0.4;"GH2E"
"2040";"BULGARIA";"BG";"RS";"EXOGENOUS";"GW";0.5;"GH2E"
"2040";"BULGARIA";"BG";"RS";"ENDOGENOUS";"GW";2.421566737764;"GH2E"
"2040";"GREECE";"GR";"IT";"EXOGENOUS";"GW";0.5;"GH2E"
"2040";"GREECE";"GR";"BG";"EXOGENOUS";"GW";1.2;"GH2E"
"2040";"GREECE";"GR";"AL";"EXOGENOUS";"GW";0.25;"GH2E"
"2040";"GREECE";"GR";"AL";"ENDOGENOUS";"GW";1.20240336175329;"GH2E"
"2040";"GREECE";"GR";"MK";"EXOGENOUS";"GW";1.1;"GH2E"
"2040";"GREECE";"GR";"MK";"ENDOGENOUS";"GW";0.996417642751533;"GH2E"
"2040";"GREECE";"GR";"CY";"EXOGENOUS";"GW";2;"GH2E"
"2040";"IRELAND";"IE";"UK";"EXOGENOUS";"GW";1.4;"GH2E"
"2040";"IRELAND";"IE";"UK";"ENDOGENOUS";"GW";12;"GH2E"
"2040";"LUXEMBOURG";"LU";"DE4-W";"EXOGENOUS";"GW";2.3;"GH2E"
"2040";"LUXEMBOURG";"LU";"DE4-W";"ENDOGENOUS";"GW";12;"GH2E"
"2040";"LUXEMBOURG";"LU";"BE";"EXOGENOUS";"GW";0.18;"GH2E"
"2040";"LUXEMBOURG";"LU";"BE";"ENDOGENOUS";"GW";4.15510647656213;"GH2E"
"2040";"LUXEMBOURG";"LU";"FR";"ENDOGENOUS";"GW";12;"GH2E"
"2040";"ALBANIA";"AL";"GR";"EXOGENOUS";"GW";0.25;"GH2E"
"2040";"ALBANIA";"AL";"GR";"ENDOGENOUS";"GW";1.20240336175329;"GH2E"
"2040";"ALBANIA";"AL";"ME";"EXOGENOUS";"GW";0.35;"GH2E"
"2040";"ALBANIA";"AL";"ME";"ENDOGENOUS";"GW";1.39343750180322;"GH2E"
"2040";"ALBANIA";"AL";"MK";"EXOGENOUS";"GW";0.5;"GH2E"
"2040";"ALBANIA";"AL";"RS";"EXOGENOUS";"GW";0.65;"GH2E"
"2040";"MONTENEGRO";"ME";"IT";"EXOGENOUS";"GW";1.8;"GH2E"
"2040";"MONTENEGRO";"ME";"AL";"EXOGENOUS";"GW";0.35;"GH2E"
"2040";"MONTENEGRO";"ME";"AL";"ENDOGENOUS";"GW";1.39343750180322;"GH2E"
"2040";"MONTENEGRO";"ME";"BA";"EXOGENOUS";"GW";0.4;"GH2E"
"2040";"MONTENEGRO";"ME";"RS";"EXOGENOUS";"GW";0.52;"GH2E"
"2040";"MONTENEGRO";"ME";"RS";"ENDOGENOUS";"GW";1.00354995043417;"GH2E"
"2040";"NORTH_MACEDONIA";"MK";"BG";"EXOGENOUS";"GW";0.1;"GH2E"
"2040";"NORTH_MACEDONIA";"MK";"GR";"EXOGENOUS";"GW";0.85;"GH2E"
"2040";"NORTH_MACEDONIA";"MK";"GR";"ENDOGENOUS";"GW";0.996417642751533;"GH2E"
"2040";"NORTH_MACEDONIA";"MK";"AL";"EXOGENOUS";"GW";0.5;"GH2E"
"2040";"NORTH_MACEDONIA";"MK";"RS";"EXOGENOUS";"GW";0.65;"GH2E"
"2040";"NORTH_MACEDONIA";"MK";"RS";"ENDOGENOUS";"GW";0.752381108215679;"GH2E"
"2040";"BOSNIA_AND_HERZEGOVINA";"BA";"HR";"EXOGENOUS";"GW";0.75;"GH2E"
"2040";"BOSNIA_AND_HERZEGOVINA";"BA";"HR";"ENDOGENOUS";"GW";1.31439325106732;"GH2E"
"2040";"BOSNIA_AND_HERZEGOVINA";"BA";"ME";"EXOGENOUS";"GW";0.5;"GH2E"
"2040";"BOSNIA_AND_HERZEGOVINA";"BA";"RS";"EXOGENOUS";"GW";1.3;"GH2E"
"2040";"SERBIA";"RS";"HU";"EXOGENOUS";"GW";0.6;"GH2E"
"2040";"SERBIA";"RS";"HU";"ENDOGENOUS";"GW";2.34902534843489;"GH2E"
"2040";"SERBIA";"RS";"HR";"EXOGENOUS";"GW";0.6;"GH2E"
"2040";"SERBIA";"RS";"RO";"EXOGENOUS";"GW";1.4;"GH2E"
"2040";"SERBIA";"RS";"BG";"EXOGENOUS";"GW";0.2;"GH2E"
"2040";"SERBIA";"RS";"BG";"ENDOGENOUS";"GW";2.421566737764;"GH2E"
"2040";"SERBIA";"RS";"AL";"EXOGENOUS";"GW";0.5;"GH2E"
"2040";"SERBIA";"RS";"ME";"EXOGENOUS";"GW";1;"GH2E"
"2040";"SERBIA";"RS";"ME";"ENDOGENOUS";"GW";1.00354995043417;"GH2E"
"2040";"SERBIA";"RS";"MK";"EXOGENOUS";"GW";0.8;"GH2E"
"2040";"SERBIA";"RS";"MK";"ENDOGENOUS";"GW";0.752381108215679;"GH2E"
"2040";"SERBIA";"RS";"BA";"EXOGENOUS";"GW";1.55;"GH2E"
"2040";"MALTA";"MT";"IT";"EXOGENOUS";"GW";0.2;"GH2E"
"2040";"CYPRUS";"CY";"GR";"EXOGENOUS";"GW";2;"GH2E"
"2045";"NORWAY";"NO1";"NO2";"EXOGENOUS";"GW";2.2;"GH2E"
"2045";"NORWAY";"NO1";"NO3";"EXOGENOUS";"GW";0.5;"GH2E"
"2045";"NORWAY";"NO1";"NO3";"ENDOGENOUS";"GW";0.129781775565944;"GH2E"
"2045";"NORWAY";"NO1";"NO5";"EXOGENOUS";"GW";0.6;"GH2E"
"2045";"NORWAY";"NO1";"NO5";"ENDOGENOUS";"GW";0.32325301545978;"GH2E"
"2045";"NORWAY";"NO1";"SE3";"EXOGENOUS";"GW";2.145;"GH2E"
"2045";"NORWAY";"NO1";"SE3";"ENDOGENOUS";"GW";1.89211864457484;"GH2E"
"2045";"NORWAY";"NO2";"DK1";"EXOGENOUS";"GW";1.632;"GH2E"
"2045";"NORWAY";"NO2";"DK1";"ENDOGENOUS";"GW";1.63675759703062;"GH2E"
"2045";"NORWAY";"NO2";"DE4-N";"EXOGENOUS";"GW";1.4;"GH2E"
"2045";"NORWAY";"NO2";"DE4-N";"ENDOGENOUS";"GW";5.39626243938553;"GH2E"
"2045";"NORWAY";"NO2";"NL";"EXOGENOUS";"GW";0.7;"GH2E"
"2045";"NORWAY";"NO2";"NO1";"EXOGENOUS";"GW";3.5;"GH2E"
"2045";"NORWAY";"NO2";"NO5";"EXOGENOUS";"GW";1.5;"GH2E"
"2045";"NORWAY";"NO2";"NO5";"ENDOGENOUS";"GW";4.44209387270008;"GH2E"
"2045";"NORWAY";"NO2";"UK";"EXOGENOUS";"GW";1.4;"GH2E"
"2045";"NORWAY";"NO2";"UK";"ENDOGENOUS";"GW";8.26564704201411;"GH2E"
"2045";"NORWAY";"NO3";"NO1";"EXOGENOUS";"GW";0.5;"GH2E"
"2045";"NORWAY";"NO3";"NO1";"ENDOGENOUS";"GW";0.129781775565944;"GH2E"
"2045";"NORWAY";"NO3";"NO4";"EXOGENOUS";"GW";0.4;"GH2E"
"2045";"NORWAY";"NO3";"NO5";"EXOGENOUS";"GW";0.9;"GH2E"
"2045";"NORWAY";"NO3";"SE2";"EXOGENOUS";"GW";0.6;"GH2E"
"2045";"NORWAY";"NO4";"FIN";"ENDOGENOUS";"GW";3.86602599924731;"GH2E"
"2045";"NORWAY";"NO4";"NO3";"EXOGENOUS";"GW";1.2;"GH2E"
"2045";"NORWAY";"NO4";"SE1";"EXOGENOUS";"GW";0.7;"GH2E"
"2045";"NORWAY";"NO4";"SE2";"EXOGENOUS";"GW";0.25;"GH2E"
"2045";"NORWAY";"NO5";"NO1";"EXOGENOUS";"GW";3.9;"GH2E"
"2045";"NORWAY";"NO5";"NO1";"ENDOGENOUS";"GW";0.32325301545978;"GH2E"
"2045";"NORWAY";"NO5";"NO2";"EXOGENOUS";"GW";1.6;"GH2E"
"2045";"NORWAY";"NO5";"NO2";"ENDOGENOUS";"GW";4.44209387270008;"GH2E"
"2045";"NORWAY";"NO5";"NO3";"EXOGENOUS";"GW";0.9;"GH2E"
"2045";"NORWAY";"NO5";"UK";"EXOGENOUS";"GW";1.4;"GH2E"
"2045";"DENMARK";"DK1";"DK2";"EXOGENOUS";"GW";0.59;"GH2E"
"2045";"DENMARK";"DK1";"DK2";"ENDOGENOUS";"GW";0.999632871911133;"GH2E"
"2045";"DENMARK";"DK1";"DE4-N";"EXOGENOUS";"GW";3.02;"GH2E"
"2045";"DENMARK";"DK1";"NL";"EXOGENOUS";"GW";0.7;"GH2E"
"2045";"DENMARK";"DK1";"NL";"ENDOGENOUS";"GW";2.33378215680414;"GH2E"
"2045";"DENMARK";"DK1";"NO2";"EXOGENOUS";"GW";1.632;"GH2E"
"2045";"DENMARK";"DK1";"NO2";"ENDOGENOUS";"GW";1.63675759703062;"GH2E"
"2045";"DENMARK";"DK1";"SE3";"EXOGENOUS";"GW";0.74;"GH2E"
"2045";"DENMARK";"DK1";"SE3";"ENDOGENOUS";"GW";3.18182755718884;"GH2E"
"2045";"DENMARK";"DK1";"UK";"EXOGENOUS";"GW";1.4;"GH2E"
"2045";"DENMARK";"DK2";"DK1";"EXOGENOUS";"GW";0.6;"GH2E"
"2045";"DENMARK";"DK2";"DK1";"ENDOGENOUS";"GW";0.999632871911133;"GH2E"
"2045";"DENMARK";"DK2";"DE4-E";"EXOGENOUS";"GW";0.985;"GH2E"
"2045";"DENMARK";"DK2";"DE4-E";"ENDOGENOUS";"GW";2.48303221488543;"GH2E"
"2045";"DENMARK";"DK2";"SE4";"EXOGENOUS";"GW";1.7;"GH2E"
"2045";"DENMARK";"DK2";"SE4";"ENDOGENOUS";"GW";0.465529749082761;"GH2E"
"2045";"FINLAND";"FIN";"NO4";"ENDOGENOUS";"GW";3.86602599924731;"GH2E"
"2045";"FINLAND";"FIN";"SE1";"EXOGENOUS";"GW";2;"GH2E"
"2045";"FINLAND";"FIN";"SE3";"EXOGENOUS";"GW";1.2;"GH2E"
"2045";"FINLAND";"FIN";"EE";"EXOGENOUS";"GW";1.016;"GH2E"
"2045";"FINLAND";"FIN";"EE";"ENDOGENOUS";"GW";1.26025589298729;"GH2E"
"2045";"GERMANY";"DE4-E";"DK2";"EXOGENOUS";"GW";1;"GH2E"
"2045";"GERMANY";"DE4-E";"DK2";"ENDOGENOUS";"GW";2.48303221488543;"GH2E"
"2045";"GERMANY";"DE4-E";"DE4-N";"EXOGENOUS";"GW";3.01;"GH2E"
"2045";"GERMANY";"DE4-E";"DE4-S";"EXOGENOUS";"GW";3.01;"GH2E"
"2045";"GERMANY";"DE4-E";"DE4-S";"ENDOGENOUS";"GW";2.34865033401832;"GH2E"
"2045";"GERMANY";"DE4-E";"DE4-W";"EXOGENOUS";"GW";6.02;"GH2E"
"2045";"GERMANY";"DE4-E";"SE4";"EXOGENOUS";"GW";0.7;"GH2E"
"2045";"GERMANY";"DE4-E";"SE4";"ENDOGENOUS";"GW";0.538418698430752;"GH2E"
"2045";"GERMANY";"DE4-E";"PL";"EXOGENOUS";"GW";2;"GH2E"
"2045";"GERMANY";"DE4-E";"CZ";"EXOGENOUS";"GW";0.75;"GH2E"
"2045";"GERMANY";"DE4-E";"CZ";"ENDOGENOUS";"GW";12;"GH2E"
"2045";"GERMANY";"DE4-N";"DK1";"EXOGENOUS";"GW";3;"GH2E"
"2045";"GERMANY";"DE4-N";"DE4-E";"EXOGENOUS";"GW";3.01;"GH2E"
"2045";"GERMANY";"DE4-N";"DE4-W";"EXOGENOUS";"GW";8.634;"GH2E"
"2045";"GERMANY";"DE4-N";"NO2";"EXOGENOUS";"GW";1.4;"GH2E"
"2045";"GERMANY";"DE4-N";"NO2";"ENDOGENOUS";"GW";5.39626243938553;"GH2E"
"2045";"GERMANY";"DE4-N";"SE4";"EXOGENOUS";"GW";0.6;"GH2E"
"2045";"GERMANY";"DE4-S";"DE4-E";"EXOGENOUS";"GW";3.01;"GH2E"
"2045";"GERMANY";"DE4-S";"DE4-E";"ENDOGENOUS";"GW";2.34865033401832;"GH2E"
"2045";"GERMANY";"DE4-S";"DE4-W";"EXOGENOUS";"GW";14.416;"GH2E"
"2045";"GERMANY";"DE4-S";"DE4-W";"ENDOGENOUS";"GW";8.72920588720678;"GH2E"
"2045";"GERMANY";"DE4-S";"BE";"ENDOGENOUS";"GW";10.1584880577654;"GH2E"
"2045";"GERMANY";"DE4-S";"FR";"EXOGENOUS";"GW";4.5;"GH2E"
"2045";"GERMANY";"DE4-S";"FR";"ENDOGENOUS";"GW";2.30382559470865;"GH2E"
"2045";"GERMANY";"DE4-S";"CH";"EXOGENOUS";"GW";2.7;"GH2E"
"2045";"GERMANY";"DE4-S";"CH";"ENDOGENOUS";"GW";12;"GH2E"
"2045";"GERMANY";"DE4-S";"AT";"EXOGENOUS";"GW";5;"GH2E"
"2045";"GERMANY";"DE4-S";"AT";"ENDOGENOUS";"GW";1.65486254670331;"GH2E"
"2045";"GERMANY";"DE4-S";"CZ";"EXOGENOUS";"GW";0.75;"GH2E"
"2045";"GERMANY";"DE4-S";"CZ";"ENDOGENOUS";"GW";12;"GH2E"
"2045";"GERMANY";"DE4-W";"DE4-E";"EXOGENOUS";"GW";6.02;"GH2E"
"2045";"GERMANY";"DE4-W";"DE4-N";"EXOGENOUS";"GW";8.634;"GH2E"
"2045";"GERMANY";"DE4-W";"DE4-S";"EXOGENOUS";"GW";14.416;"GH2E"
"2045";"GERMANY";"DE4-W";"DE4-S";"ENDOGENOUS";"GW";8.72920588720678;"GH2E"
"2045";"GERMANY";"DE4-W";"NL";"EXOGENOUS";"GW";5;"GH2E"
"2045";"GERMANY";"DE4-W";"UK";"EXOGENOUS";"GW";1.4;"GH2E"
"2045";"GERMANY";"DE4-W";"BE";"EXOGENOUS";"GW";1;"GH2E"
"2045";"GERMANY";"DE4-W";"LU";"EXOGENOUS";"GW";2.3;"GH2E"
"2045";"GERMANY";"DE4-W";"LU";"ENDOGENOUS";"GW";12;"GH2E"
"2045";"NETHERLANDS";"NL";"DK1";"EXOGENOUS";"GW";0.7;"GH2E"
"2045";"NETHERLANDS";"NL";"DK1";"ENDOGENOUS";"GW";2.33378215680414;"GH2E"
"2045";"NETHERLANDS";"NL";"DE4-W";"EXOGENOUS";"GW";5;"GH2E"
"2045";"NETHERLANDS";"NL";"NO2";"EXOGENOUS";"GW";0.7;"GH2E"
"2045";"NETHERLANDS";"NL";"UK";"EXOGENOUS";"GW";1;"GH2E"
"2045";"NETHERLANDS";"NL";"UK";"ENDOGENOUS";"GW";2.83523385368623;"GH2E"
"2045";"NETHERLANDS";"NL";"BE";"EXOGENOUS";"GW";3.4;"GH2E"
"2045";"NETHERLANDS";"NL";"BE";"ENDOGENOUS";"GW";1.04413477225982;"GH2E"
"2045";"SWEDEN";"SE1";"FIN";"EXOGENOUS";"GW";2;"GH2E"
"2045";"SWEDEN";"SE1";"NO4";"EXOGENOUS";"GW";0.6;"GH2E"
"2045";"SWEDEN";"SE1";"SE2";"EXOGENOUS";"GW";3.3;"GH2E"
"2045";"SWEDEN";"SE2";"NO3";"EXOGENOUS";"GW";1;"GH2E"
"2045";"SWEDEN";"SE2";"NO4";"EXOGENOUS";"GW";0.3;"GH2E"
"2045";"SWEDEN";"SE2";"SE1";"EXOGENOUS";"GW";3.3;"GH2E"
"2045";"SWEDEN";"SE2";"SE3";"EXOGENOUS";"GW";7.8;"GH2E"
"2045";"SWEDEN";"SE2";"SE3";"ENDOGENOUS";"GW";1.09296640722559;"GH2E"
"2045";"SWEDEN";"SE3";"DK1";"EXOGENOUS";"GW";0.68;"GH2E"
"2045";"SWEDEN";"SE3";"DK1";"ENDOGENOUS";"GW";3.18182755718884;"GH2E"
"2045";"SWEDEN";"SE3";"FIN";"EXOGENOUS";"GW";1.2;"GH2E"
"2045";"SWEDEN";"SE3";"NO1";"EXOGENOUS";"GW";2.095;"GH2E"
"2045";"SWEDEN";"SE3";"NO1";"ENDOGENOUS";"GW";1.89211864457484;"GH2E"
"2045";"SWEDEN";"SE3";"SE2";"EXOGENOUS";"GW";7.8;"GH2E"
"2045";"SWEDEN";"SE3";"SE2";"ENDOGENOUS";"GW";1.09296640722559;"GH2E"
"2045";"SWEDEN";"SE3";"SE4";"EXOGENOUS";"GW";7.2;"GH2E"
"2045";"SWEDEN";"SE3";"EE";"ENDOGENOUS";"GW";0.639182979780428;"GH2E"
"2045";"SWEDEN";"SE3";"LV";"ENDOGENOUS";"GW";0.993642644878041;"GH2E"
"2045";"SWEDEN";"SE4";"DK2";"EXOGENOUS";"GW";1.3;"GH2E"
"2045";"SWEDEN";"SE4";"DK2";"ENDOGENOUS";"GW";0.465529749082761;"GH2E"
"2045";"SWEDEN";"SE4";"DE4-E";"EXOGENOUS";"GW";0.7;"GH2E"
"2045";"SWEDEN";"SE4";"DE4-E";"ENDOGENOUS";"GW";0.538418698430752;"GH2E"
"2045";"SWEDEN";"SE4";"DE4-N";"EXOGENOUS";"GW";0.6;"GH2E"
"2045";"SWEDEN";"SE4";"SE3";"EXOGENOUS";"GW";3.6;"GH2E"
"2045";"SWEDEN";"SE4";"LT";"EXOGENOUS";"GW";0.7;"GH2E"
"2045";"SWEDEN";"SE4";"PL";"EXOGENOUS";"GW";0.6;"GH2E"
"2045";"SWEDEN";"SE4";"PL";"ENDOGENOUS";"GW";1.32815394758698;"GH2E"
"2045";"UNITED_KINGDOM";"UK";"DK1";"EXOGENOUS";"GW";1.4;"GH2E"
"2045";"UNITED_KINGDOM";"UK";"DE4-W";"EXOGENOUS";"GW";1.4;"GH2E"
"2045";"UNITED_KINGDOM";"UK";"NL";"EXOGENOUS";"GW";1;"GH2E"
"2045";"UNITED_KINGDOM";"UK";"NL";"ENDOGENOUS";"GW";2.83523385368623;"GH2E"
"2045";"UNITED_KINGDOM";"UK";"NO2";"EXOGENOUS";"GW";1.4;"GH2E"
"2045";"UNITED_KINGDOM";"UK";"NO2";"ENDOGENOUS";"GW";8.26564704201411;"GH2E"
"2045";"UNITED_KINGDOM";"UK";"NO5";"EXOGENOUS";"GW";1.4;"GH2E"
"2045";"UNITED_KINGDOM";"UK";"BE";"EXOGENOUS";"GW";1;"GH2E"
"2045";"UNITED_KINGDOM";"UK";"BE";"ENDOGENOUS";"GW";12;"GH2E"
"2045";"UNITED_KINGDOM";"UK";"FR";"EXOGENOUS";"GW";6.8;"GH2E"
"2045";"UNITED_KINGDOM";"UK";"FR";"ENDOGENOUS";"GW";12;"GH2E"
"2045";"UNITED_KINGDOM";"UK";"IE";"EXOGENOUS";"GW";1.45;"GH2E"
"2045";"UNITED_KINGDOM";"UK";"IE";"ENDOGENOUS";"GW";12;"GH2E"
"2045";"ESTONIA";"EE";"FIN";"EXOGENOUS";"GW";1.016;"GH2E"
"2045";"ESTONIA";"EE";"FIN";"ENDOGENOUS";"GW";1.26025589298729;"GH2E"
"2045";"ESTONIA";"EE";"SE3";"ENDOGENOUS";"GW";0.639182979780428;"GH2E"
