"Y";"C";"RRR";"AAA";"G";"FFF";"TECH_TYPE";"UNITS";"value";"Scenario"
"2020";"NORWAY";"NO1";"NO1_A2";"GNR_BO_COAL_E-90";"COAL";"BOILERS";"kton";97.9646185627818;"GH2E"
"2020";"NORWAY";"NO1";"NO1_A2";"GNR_BO_FUELOIL_E-90";"FUELOIL";"BOILERS";"kton";162.326613032309;"GH2E"
"2020";"NORWAY";"NO1";"NO1_A2";"GNR_BO_LNG_E-90";"LNG";"BOILERS";"kton";6.47511677106407;"GH2E"
"2020";"NORWAY";"NO1";"NO1_A2";"GNR_STEAM-REFORMING_E-70_Y-2020";"NATGAS";"STEAMREFORMING";"kton";4.93906448078271;"GH2E"
"2020";"NORWAY";"NO1";"NO1_A3";"GNR_BO_FUELOIL_E-90";"FUELOIL";"BOILERS";"kton";66.1350503346867;"GH2E"
"2020";"NORWAY";"NO1";"NO1_A3";"GNR_BO_LNG_E-90";"LNG";"BOILERS";"kton";7.78813366051206;"GH2E"
"2020";"NORWAY";"NO1";"NO1_IND-HT-NODH";"GNR_BO_COAL_E-80";"COAL";"BOILERS";"kton";318.570017310265;"GH2E"
"2020";"NORWAY";"NO1";"NO1_IND-HT-NODH";"GNR_BO_FUELOIL_E-80";"FUELOIL";"BOILERS";"kton";238.409048034767;"GH2E"
"2020";"NORWAY";"NO1";"NO1_IND-HT-NODH";"GNR_BO_FUELOIL_E-89";"FUELOIL";"BOILERS";"kton";605.713857489394;"GH2E"
"2020";"NORWAY";"NO1";"NO1_IND-HT-NODH";"GNR_BO_LIGHTOIL_E-85";"LIGHTOIL";"BOILERS";"kton";90.2251626790674;"GH2E"
"2020";"NORWAY";"NO1";"NO1_IND-HT-DH";"GNR_BO_COAL_E-80";"COAL";"BOILERS";"kton";19.4830505310166;"GH2E"
"2020";"NORWAY";"NO1";"NO1_IND-HT-DH";"GNR_BO_FUELOIL_E-80";"FUELOIL";"BOILERS";"kton";12.883874988419;"GH2E"
"2020";"NORWAY";"NO1";"NO1_IND-HT-DH";"GNR_BO_LIGHTOIL_E-85";"LIGHTOIL";"BOILERS";"kton";12.1241070062849;"GH2E"
"2020";"NORWAY";"NO1";"NO1_IND-HT-DH";"GNR_BO_NGAS_E-85";"NATGAS";"BOILERS";"kton";1.59182555972881;"GH2E"
"2020";"NORWAY";"NO1";"NO1_IND-MT-NODH";"GNR_BO_COAL_E-80";"COAL";"BOILERS";"kton";61.1755682855323;"GH2E"
"2020";"NORWAY";"NO1";"NO1_IND-MT-NODH";"GNR_BO_FUELOIL_E-80";"FUELOIL";"BOILERS";"kton";41.2622760566554;"GH2E"
"2020";"NORWAY";"NO1";"NO1_IND-MT-NODH";"GNR_BO_LIGHTOIL_E-85";"LIGHTOIL";"BOILERS";"kton";33.9898208876168;"GH2E"
"2020";"NORWAY";"NO1";"NO1_IND-MT-NODH";"GNR_BO_NGAS_E-85";"NATGAS";"BOILERS";"kton";2.4063113214617;"GH2E"
"2020";"NORWAY";"NO1";"NO1_IND-MT-DH";"GNR_BO_COAL_E-80";"COAL";"BOILERS";"kton";23.9364822191845;"GH2E"
"2020";"NORWAY";"NO1";"NO1_IND-MT-DH";"GNR_BO_FUELOIL_E-80";"FUELOIL";"BOILERS";"kton";12.1474079431307;"GH2E"
"2020";"NORWAY";"NO1";"NO1_IND-MT-DH";"GNR_BO_LIGHTOIL_E-85";"LIGHTOIL";"BOILERS";"kton";7.81798349006006;"GH2E"
"2020";"NORWAY";"NO1";"NO1_IND-MT-DH";"GNR_BO_NGAS_E-85";"NATGAS";"BOILERS";"kton";0.311090113247879;"GH2E"
"2020";"NORWAY";"NO1";"NO1_IDVU-HOTWTR";"GNR_BO_LIGHTOIL_E-92_SS-15-KW";"LIGHTOIL";"BOILERS";"kton";252.689227572498;"GH2E"
"2020";"NORWAY";"NO2";"NO2_A2";"GNR_BO_COAL_E-90";"COAL";"BOILERS";"kton";12.9463534553656;"GH2E"
"2020";"NORWAY";"NO2";"NO2_A2";"GNR_BO_FUELOIL_E-90";"FUELOIL";"BOILERS";"kton";42.6679221253419;"GH2E"
"2020";"NORWAY";"NO2";"NO2_A2";"GNR_BO_LNG_E-90";"LNG";"BOILERS";"kton";8.84180866119952;"GH2E"
"2020";"NORWAY";"NO2";"NO2_A2";"GNR_BO_NGAS_E-90";"NATGAS";"BOILERS";"kton";0.322599057108844;"GH2E"
"2020";"NORWAY";"NO2";"NO2_A2";"GNR_STEAM-REFORMING_E-70_Y-2020";"NATGAS";"STEAMREFORMING";"kton";0.677490300903488;"GH2E"
"2020";"NORWAY";"NO2";"NO2_IND-HT-NODH";"GNR_BO_COAL_E-80";"COAL";"BOILERS";"kton";152.961623445122;"GH2E"
"2020";"NORWAY";"NO2";"NO2_IND-HT-NODH";"GNR_BO_FUELOIL_E-80";"FUELOIL";"BOILERS";"kton";114.921280157608;"GH2E"
"2020";"NORWAY";"NO2";"NO2_IND-HT-NODH";"GNR_BO_FUELOIL_E-89";"FUELOIL";"BOILERS";"kton";711.208352211411;"GH2E"
"2020";"NORWAY";"NO2";"NO2_IND-HT-NODH";"GNR_BO_LIGHTOIL_E-85";"LIGHTOIL";"BOILERS";"kton";168.767465222088;"GH2E"
"2020";"NORWAY";"NO2";"NO2_IND-HT-DH";"GNR_BO_COAL_E-80";"COAL";"BOILERS";"kton";18.710117102523;"GH2E"
"2020";"NORWAY";"NO2";"NO2_IND-HT-DH";"GNR_BO_FUELOIL_E-80";"FUELOIL";"BOILERS";"kton";12.3061276909277;"GH2E"
"2020";"NORWAY";"NO2";"NO2_IND-HT-DH";"GNR_BO_LIGHTOIL_E-85";"LIGHTOIL";"BOILERS";"kton";12.797710208739;"GH2E"
"2020";"NORWAY";"NO2";"NO2_IND-HT-DH";"GNR_BO_NGAS_E-85";"NATGAS";"BOILERS";"kton";1.69102211047879;"GH2E"
"2020";"NORWAY";"NO2";"NO2_IND-MT-NODH";"GNR_BO_COAL_E-80";"COAL";"BOILERS";"kton";265.965893070662;"GH2E"
"2020";"NORWAY";"NO2";"NO2_IND-MT-NODH";"GNR_BO_FUELOIL_E-80";"FUELOIL";"BOILERS";"kton";149.935168379422;"GH2E"
"2020";"NORWAY";"NO2";"NO2_IND-MT-NODH";"GNR_BO_LIGHTOIL_E-85";"LIGHTOIL";"BOILERS";"kton";125.413319765263;"GH2E"
"2020";"NORWAY";"NO2";"NO2_IND-MT-NODH";"GNR_BO_NGAS_E-85";"NATGAS";"BOILERS";"kton";0.660748217802376;"GH2E"
"2020";"NORWAY";"NO2";"NO2_IND-MT-DH";"GNR_BO_COAL_E-80";"COAL";"BOILERS";"kton";16.3740342455678;"GH2E"
"2020";"NORWAY";"NO2";"NO2_IND-MT-DH";"GNR_BO_FUELOIL_E-80";"FUELOIL";"BOILERS";"kton";9.70770540233808;"GH2E"
"2020";"NORWAY";"NO2";"NO2_IND-MT-DH";"GNR_BO_LIGHTOIL_E-85";"LIGHTOIL";"BOILERS";"kton";6.08404519299612;"GH2E"
"2020";"NORWAY";"NO2";"NO2_IND-MT-DH";"GNR_BO_NGAS_E-85";"NATGAS";"BOILERS";"kton";0.289822295749235;"GH2E"
"2020";"NORWAY";"NO2";"NO2_IDVU-HOTWTR";"GNR_BO_LIGHTOIL_E-92_SS-15-KW";"LIGHTOIL";"BOILERS";"kton";127.056344330217;"GH2E"
"2020";"NORWAY";"NO2";"NO2_IDVU-HOTWTR";"GNR_BO_NGAS_E-95_SS-10-KW";"NATGAS";"BOILERS";"kton";1.38847754219575;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A1";"GNR_GT_NGAS_CND_E-35";"NATGAS";"CONDENSING";"kton";157.961571428571;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A2";"GNR_BO_COAL_E-90";"COAL";"BOILERS";"kton";8.40858974320776;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A2";"GNR_BO_FUELOIL_E-90";"FUELOIL";"BOILERS";"kton";27.9798164661532;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A2";"GNR_BO_LNG_E-90";"LNG";"BOILERS";"kton";5.66760680131193;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A2";"GNR_STEAM-REFORMING_E-70_Y-2020";"NATGAS";"STEAMREFORMING";"kton";20.2790857408113;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A3";"GNR_BO_FUELOIL_E-90";"FUELOIL";"BOILERS";"kton";68.618201385716;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A3";"GNR_BO_LNG_E-90";"LNG";"BOILERS";"kton";26.6098383728708;"GH2E"
"2020";"NORWAY";"NO3";"NO3_IND-HT-NODH";"GNR_BO_COAL_E-80";"COAL";"BOILERS";"kton";175.819348842349;"GH2E"
"2020";"NORWAY";"NO3";"NO3_IND-HT-NODH";"GNR_BO_FUELOIL_E-80";"FUELOIL";"BOILERS";"kton";156.69311440164;"GH2E"
"2020";"NORWAY";"NO3";"NO3_IND-HT-NODH";"GNR_BO_FUELOIL_E-89";"FUELOIL";"BOILERS";"kton";444.111190446241;"GH2E"
"2020";"NORWAY";"NO3";"NO3_IND-HT-NODH";"GNR_BO_LIGHTOIL_E-85";"LIGHTOIL";"BOILERS";"kton";71.1540305086038;"GH2E"
"2020";"NORWAY";"NO3";"NO3_IND-HT-DH";"GNR_BO_COAL_E-80";"COAL";"BOILERS";"kton";11.6807414421911;"GH2E"
"2020";"NORWAY";"NO3";"NO3_IND-HT-DH";"GNR_BO_FUELOIL_E-80";"FUELOIL";"BOILERS";"kton";7.38434998600489;"GH2E"
"2020";"NORWAY";"NO3";"NO3_IND-HT-DH";"GNR_BO_LIGHTOIL_E-85";"LIGHTOIL";"BOILERS";"kton";8.23004566161116;"GH2E"
"2020";"NORWAY";"NO3";"NO3_IND-HT-DH";"GNR_BO_NGAS_E-85";"NATGAS";"BOILERS";"kton";0.430844292086472;"GH2E"
"2020";"NORWAY";"NO3";"NO3_IND-MT-NODH";"GNR_BO_COAL_E-80";"COAL";"BOILERS";"kton";174.047088345267;"GH2E"
"2020";"NORWAY";"NO3";"NO3_IND-MT-NODH";"GNR_BO_FUELOIL_E-80";"FUELOIL";"BOILERS";"kton";91.9284382524847;"GH2E"
"2020";"NORWAY";"NO3";"NO3_IND-MT-NODH";"GNR_BO_LIGHTOIL_E-85";"LIGHTOIL";"BOILERS";"kton";98.9027894335689;"GH2E"
"2020";"NORWAY";"NO3";"NO3_IND-MT-NODH";"GNR_BO_NGAS_E-85";"NATGAS";"BOILERS";"kton";19.9011886345795;"GH2E"
"2020";"NORWAY";"NO3";"NO3_IND-MT-DH";"GNR_BO_COAL_E-80";"COAL";"BOILERS";"kton";5.66419509822399;"GH2E"
"2020";"NORWAY";"NO3";"NO3_IND-MT-DH";"GNR_BO_FUELOIL_E-80";"FUELOIL";"BOILERS";"kton";3.00266016436763;"GH2E"
"2020";"NORWAY";"NO3";"NO3_IND-MT-DH";"GNR_BO_LIGHTOIL_E-85";"LIGHTOIL";"BOILERS";"kton";1.51628608055843;"GH2E"
"2020";"NORWAY";"NO3";"NO3_IND-MT-DH";"GNR_BO_NGAS_E-85";"NATGAS";"BOILERS";"kton";0.501010636428313;"GH2E"
"2020";"NORWAY";"NO3";"NO3_IDVU-HOTWTR";"GNR_BO_LIGHTOIL_E-92_SS-15-KW";"LIGHTOIL";"BOILERS";"kton";88.1524450342075;"GH2E"
"2020";"NORWAY";"NO4";"NO4_A2";"GNR_BO_BFG_E-90";"OTHERGAS";"BOILERS";"kton";0.86709997332;"GH2E"
"2020";"NORWAY";"NO4";"NO4_A2";"GNR_BO_COAL_E-90";"COAL";"BOILERS";"kton";6.50288967876054;"GH2E"
"2020";"NORWAY";"NO4";"NO4_A2";"GNR_BO_FUELOIL_E-90";"FUELOIL";"BOILERS";"kton";24.8369402124891;"GH2E"
"2020";"NORWAY";"NO4";"NO4_A2";"GNR_BO_LNG_E-90";"LNG";"BOILERS";"kton";0.970874956392882;"GH2E"
"2020";"NORWAY";"NO4";"NO4_A2";"GNR_STEAM-REFORMING_E-70_Y-2020";"NATGAS";"STEAMREFORMING";"kton";2.20110207744138;"GH2E"
"2020";"NORWAY";"NO4";"NO4_IND-HT-NODH";"GNR_BO_COAL_E-80";"COAL";"BOILERS";"kton";197.875890960011;"GH2E"
"2020";"NORWAY";"NO4";"NO4_IND-HT-NODH";"GNR_BO_FUELOIL_E-80";"FUELOIL";"BOILERS";"kton";121.79363512994;"GH2E"
"2020";"NORWAY";"NO4";"NO4_IND-HT-NODH";"GNR_BO_LIGHTOIL_E-85";"LIGHTOIL";"BOILERS";"kton";128.350620938385;"GH2E"
"2020";"NORWAY";"NO4";"NO4_IND-HT-NODH";"GNR_BO_NGAS_E-85";"NATGAS";"BOILERS";"kton";11.8205400660767;"GH2E"
"2020";"NORWAY";"NO4";"NO4_IND-HT-DH";"GNR_BO_COAL_E-80";"COAL";"BOILERS";"kton";10.2603168395382;"GH2E"
"2020";"NORWAY";"NO4";"NO4_IND-HT-DH";"GNR_BO_FUELOIL_E-80";"FUELOIL";"BOILERS";"kton";6.1163224012843;"GH2E"
"2020";"NORWAY";"NO4";"NO4_IND-HT-DH";"GNR_BO_LIGHTOIL_E-85";"LIGHTOIL";"BOILERS";"kton";6.7858061236888;"GH2E"
"2020";"NORWAY";"NO4";"NO4_IND-HT-DH";"GNR_BO_NGAS_E-85";"NATGAS";"BOILERS";"kton";0.165785297265655;"GH2E"
"2020";"NORWAY";"NO4";"NO4_IND-HT-DH";"GNR_IND-DF_NGAS_E-100_MS-3-MW_Y-2020";"NATGAS";"BOILERS";"kton";1.87057067160678;"GH2E"
"2020";"NORWAY";"NO4";"NO4_IND-MT-NODH";"GNR_BO_COAL_E-80";"COAL";"BOILERS";"kton";229.362886335403;"GH2E"
"2020";"NORWAY";"NO4";"NO4_IND-MT-NODH";"GNR_BO_FUELOIL_E-80";"FUELOIL";"BOILERS";"kton";128.105076712414;"GH2E"
"2020";"NORWAY";"NO4";"NO4_IND-MT-NODH";"GNR_BO_LIGHTOIL_E-85";"LIGHTOIL";"BOILERS";"kton";100.657126228828;"GH2E"
"2020";"NORWAY";"NO4";"NO4_IND-MT-NODH";"GNR_BO_NGAS_E-85";"NATGAS";"BOILERS";"kton";9.66926149605624;"GH2E"
"2020";"NORWAY";"NO4";"NO4_IND-MT-NODH";"GNR_GT_NGAS_BP_E-39";"NATGAS";"CHP-BACK-PRESSURE";"kton";6.23797919788025;"GH2E"
"2020";"NORWAY";"NO4";"NO4_IND-MT-DH";"GNR_BO_COAL_E-80";"COAL";"BOILERS";"kton";2.91031180392821;"GH2E"
"2020";"NORWAY";"NO4";"NO4_IND-MT-DH";"GNR_BO_FUELOIL_E-80";"FUELOIL";"BOILERS";"kton";1.03064354633018;"GH2E"
"2020";"NORWAY";"NO4";"NO4_IND-MT-DH";"GNR_BO_LIGHTOIL_E-85";"LIGHTOIL";"BOILERS";"kton";1.06201478749715;"GH2E"
"2020";"NORWAY";"NO4";"NO4_IND-MT-DH";"GNR_BO_NGAS_E-85";"NATGAS";"BOILERS";"kton";0.0892902997030239;"GH2E"
"2020";"NORWAY";"NO4";"NO4_IDVU-HOTWTR";"GNR_BO_LIGHTOIL_E-92_SS-15-KW";"LIGHTOIL";"BOILERS";"kton";74.9616009271668;"GH2E"
"2020";"NORWAY";"NO5";"NO5_A2";"GNR_BO_FUELOIL_E-90";"FUELOIL";"BOILERS";"kton";11.9582625463981;"GH2E"
"2020";"NORWAY";"NO5";"NO5_A2";"GNR_BO_LNG_E-90";"LNG";"BOILERS";"kton";2.7993715874274;"GH2E"
"2020";"NORWAY";"NO5";"NO5_A2";"GNR_GT_NGAS_BP_E-37_SS-5-MW_Y-2020";"NATGAS";"CHP-BACK-PRESSURE";"kton";0.0225236803321225;"GH2E"
"2020";"NORWAY";"NO5";"NO5_A2";"GNR_STEAM-REFORMING_E-70_Y-2020";"NATGAS";"STEAMREFORMING";"kton";3.49912167166651;"GH2E"
"2020";"NORWAY";"NO5";"NO5_IND-HT-NODH";"GNR_BO_COAL_E-80";"COAL";"BOILERS";"kton";140.344730612199;"GH2E"
"2020";"NORWAY";"NO5";"NO5_IND-HT-NODH";"GNR_BO_FUELOIL_E-80";"FUELOIL";"BOILERS";"kton";96.6770940088144;"GH2E"
"2020";"NORWAY";"NO5";"NO5_IND-HT-NODH";"GNR_BO_LIGHTOIL_E-85";"LIGHTOIL";"BOILERS";"kton";104.049126883189;"GH2E"
"2020";"NORWAY";"NO5";"NO5_IND-HT-NODH";"GNR_BO_NGAS_E-85";"NATGAS";"BOILERS";"kton";7.83341325071304;"GH2E"
"2020";"NORWAY";"NO5";"NO5_IND-HT-NODH";"GNR_BO_NGAS_E-97";"NATGAS";"BOILERS";"kton";14.0880897604919;"GH2E"
"2020";"NORWAY";"NO5";"NO5_IND-HT-DH";"GNR_BO_COAL_E-80";"COAL";"BOILERS";"kton";8.13392986165157;"GH2E"
"2020";"NORWAY";"NO5";"NO5_IND-HT-DH";"GNR_BO_FUELOIL_E-80";"FUELOIL";"BOILERS";"kton";5.54067907797751;"GH2E"
"2020";"NORWAY";"NO5";"NO5_IND-HT-DH";"GNR_BO_LIGHTOIL_E-85";"LIGHTOIL";"BOILERS";"kton";6.23318765200337;"GH2E"
"2020";"NORWAY";"NO5";"NO5_IND-HT-DH";"GNR_BO_NGAS_E-85";"NATGAS";"BOILERS";"kton";0.74237404403753;"GH2E"
"2020";"NORWAY";"NO5";"NO5_IND-MT-NODH";"GNR_BO_COAL_E-80";"COAL";"BOILERS";"kton";88.9629810887448;"GH2E"
"2020";"NORWAY";"NO5";"NO5_IND-MT-NODH";"GNR_BO_FUELOIL_E-80";"FUELOIL";"BOILERS";"kton";34.3326930132829;"GH2E"
"2020";"NORWAY";"NO5";"NO5_IND-MT-NODH";"GNR_BO_LIGHTOIL_E-85";"LIGHTOIL";"BOILERS";"kton";36.0678428271742;"GH2E"
"2020";"NORWAY";"NO5";"NO5_IND-MT-NODH";"GNR_BO_NGAS_E-85";"NATGAS";"BOILERS";"kton";9.50101660145326;"GH2E"
"2020";"NORWAY";"NO5";"NO5_IND-MT-NODH";"GNR_GT_NGAS_BP_E-39";"NATGAS";"CHP-BACK-PRESSURE";"kton";66.4507257493146;"GH2E"
"2020";"NORWAY";"NO5";"NO5_IND-MT-DH";"GNR_BO_COAL_E-80";"COAL";"BOILERS";"kton";7.00580393057273;"GH2E"
"2020";"NORWAY";"NO5";"NO5_IND-MT-DH";"GNR_BO_FUELOIL_E-80";"FUELOIL";"BOILERS";"kton";3.14285284942684;"GH2E"
"2020";"NORWAY";"NO5";"NO5_IND-MT-DH";"GNR_BO_LIGHTOIL_E-85";"LIGHTOIL";"BOILERS";"kton";3.37480345263873;"GH2E"
"2020";"NORWAY";"NO5";"NO5_IND-MT-DH";"GNR_BO_NGAS_E-85";"NATGAS";"BOILERS";"kton";0.64640340737887;"GH2E"
"2020";"NORWAY";"NO5";"NO5_IDVU-HOTWTR";"GNR_BO_LIGHTOIL_E-92_SS-15-KW";"LIGHTOIL";"BOILERS";"kton";61.8542419843154;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_BO_LIGHTOIL_E-100";"LIGHTOIL";"BOILERS";"kton";362.815555776388;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_BO_LIGHTOIL_E-73";"LIGHTOIL";"BOILERS";"kton";7.20387719178081;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_BO_LIGHTOIL_E-81";"LIGHTOIL";"BOILERS";"kton";41.5617692359115;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_BO_LIGHTOIL_E-83";"LIGHTOIL";"BOILERS";"kton";12.0978674322289;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_BO_LIGHTOIL_E-84";"LIGHTOIL";"BOILERS";"kton";10.22215303125;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_BO_LIGHTOIL_E-85";"LIGHTOIL";"BOILERS";"kton";73.7600723178835;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_BO_LIGHTOIL_E-86";"LIGHTOIL";"BOILERS";"kton";21.6724391026425;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_BO_LIGHTOIL_E-88";"LIGHTOIL";"BOILERS";"kton";0.327854519318182;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_BO_LIGHTOIL_E-89";"LIGHTOIL";"BOILERS";"kton";7.04719044943821;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_BO_LIGHTOIL_E-90";"LIGHTOIL";"BOILERS";"kton";385.910699342409;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_BO_LIGHTOIL_E-91";"LIGHTOIL";"BOILERS";"kton";55.5009741106732;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_BO_LIGHTOIL_E-92";"LIGHTOIL";"BOILERS";"kton";388.283042452326;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_BO_LIGHTOIL_E-93";"LIGHTOIL";"BOILERS";"kton";150.84846788035;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_BO_LIGHTOIL_E-94";"LIGHTOIL";"BOILERS";"kton";70.1126042285131;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_BO_NGAS_E-100";"NATGAS";"BOILERS";"kton";0.61686039805308;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_BO_NGAS_E-101";"NATGAS";"BOILERS";"kton";3.61604628359322;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_BO_NGAS_E-104";"NATGAS";"BOILERS";"kton";0.0879225901442308;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_BO_NGAS_E-98";"NATGAS";"BOILERS";"kton";0.0974110525255102;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_CC_NGAS_EXT_E-59_LS-100-MW_Y-2020";"NATGAS";"CHP-EXTRACTION";"kton";1169.7103722874;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_ENG_LIGHTOIL_BP_E-37";"LIGHTOIL";"CHP-BACK-PRESSURE";"kton";60.0296954931112;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_ENG_NGAS_BP_E-34";"NATGAS";"CHP-BACK-PRESSURE";"kton";0.1397048090625;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_ENG_NGAS_BP_E-38";"NATGAS";"CHP-BACK-PRESSURE";"kton";0.365335519394225;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_ENG_NGAS_BP_E-39";"NATGAS";"CHP-BACK-PRESSURE";"kton";1.87890702576923;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_ENG_NGAS_BP_E-40";"NATGAS";"CHP-BACK-PRESSURE";"kton";2.00909392509375;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_ENG_NGAS_BP_E-41";"NATGAS";"CHP-BACK-PRESSURE";"kton";2.33033362408537;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_ENG_NGAS_BP_E-42";"NATGAS";"CHP-BACK-PRESSURE";"kton";1.367070045;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_ENG_NGAS_BP_E-43";"NATGAS";"CHP-BACK-PRESSURE";"kton";4.55277371232558;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_ENG_NGAS_BP_E-44";"NATGAS";"CHP-BACK-PRESSURE";"kton";0.582764473125;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_ENG_NGAS_BP_E-46";"NATGAS";"CHP-BACK-PRESSURE";"kton";1.4975176676087;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_GT_LIGHTOIL_CND_E-26";"LIGHTOIL";"CONDENSING";"kton";86.8734469606472;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_ST_COAL_EXT_E-42";"COAL";"CHP-EXTRACTION";"kton";1679.03465920782;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_ST_COAL_EXT_E-43";"COAL";"CHP-EXTRACTION";"kton";1308.37143610953;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_ST_COAL_EXT_E-47";"COAL";"CHP-EXTRACTION";"kton";527.810032340426;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_ST_NGAS_EXT_E-47";"NATGAS";"CHP-EXTRACTION";"kton";82.5394438850937;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_ST_NGASCCS_EXT_E-47_LS-400-MW_Y-2020";"NATGAS";"CHP-EXTRACTION";"kton";0.759590954574795;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_STEAM-REFORMING_E-70_Y-2020";"NATGAS";"STEAMREFORMING";"kton";61.9388808425543;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Rural";"GNR_BO_COAL_E-91";"COAL";"BOILERS";"kton";23.9223223181687;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Rural";"GNR_BO_FUELOIL_E-100";"FUELOIL";"BOILERS";"kton";13.0264605;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Rural";"GNR_BO_FUELOIL_E-91";"FUELOIL";"BOILERS";"kton";12.4061528571428;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Rural";"GNR_BO_LIGHTOIL_E-100";"LIGHTOIL";"BOILERS";"kton";152.619915595588;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Rural";"GNR_BO_LIGHTOIL_E-109";"LIGHTOIL";"BOILERS";"kton";12.9166590972314;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Rural";"GNR_BO_LIGHTOIL_E-120";"LIGHTOIL";"BOILERS";"kton";8.37303142806794;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Rural";"GNR_BO_LIGHTOIL_E-67";"LIGHTOIL";"BOILERS";"kton";0.0482461499999999;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Rural";"GNR_BO_LIGHTOIL_E-75";"LIGHTOIL";"BOILERS";"kton";2.99126130000001;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Rural";"GNR_BO_LIGHTOIL_E-79";"LIGHTOIL";"BOILERS";"kton";13.6371712594937;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Rural";"GNR_BO_LIGHTOIL_E-85";"LIGHTOIL";"BOILERS";"kton";17.2893666602463;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Rural";"GNR_BO_LIGHTOIL_E-89";"LIGHTOIL";"BOILERS";"kton";15.3973899984391;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Rural";"GNR_BO_LIGHTOIL_E-90";"LIGHTOIL";"BOILERS";"kton";85.969880943012;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Rural";"GNR_BO_LIGHTOIL_E-91";"LIGHTOIL";"BOILERS";"kton";16.5932294464286;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Rural";"GNR_BO_LIGHTOIL_E-92";"LIGHTOIL";"BOILERS";"kton";12.9599576558707;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Rural";"GNR_BO_LIGHTOIL_E-93";"LIGHTOIL";"BOILERS";"kton";6.45080459083106;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Rural";"GNR_BO_LIGHTOIL_E-94";"LIGHTOIL";"BOILERS";"kton";32.5968391042251;"GH2E"
