"Y";"C";"RRR";"AAA";"G";"FFF";"COMMODITY";"TECH_TYPE";"UNITS";"value";"Scenario"
"2020";"NORWAY";"NO1";"NO1_A1";"GNR_RES_WTR_NOPMP_MC-01";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";-0.0388019927273649;"GH2E"
"2020";"NORWAY";"NO1";"NO1_A1";"GNR_RES_WTR_NOPMP_MC-02";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.00636722743348667;"GH2E"
"2020";"NORWAY";"NO1";"NO1_A1";"GNR_RES_WTR_NOPMP_MC-03";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.0135350786266628;"GH2E"
"2020";"NORWAY";"NO1";"NO1_A1";"GNR_RES_WTR_NOPMP_MC-04";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.0281643063072571;"GH2E"
"2020";"NORWAY";"NO1";"NO1_A1";"GNR_RES_WTR_NOPMP_MC-05";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.0785165580787175;"GH2E"
"2020";"NORWAY";"NO1";"NO1_A1";"GNR_RES_WTR_NOPMP_MC-06";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.101079490157843;"GH2E"
"2020";"NORWAY";"NO1";"NO1_A1";"GNR_RES_WTR_NOPMP_MC-07";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.119435328899445;"GH2E"
"2020";"NORWAY";"NO1";"NO1_A1";"GNR_RES_WTR_NOPMP_MC-08";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.165454203332872;"GH2E"
"2020";"NORWAY";"NO1";"NO1_A1";"GNR_RES_WTR_NOPMP_MC-09";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.244435358576529;"GH2E"
"2020";"NORWAY";"NO1";"NO1_A1";"GNR_RES_WTR_NOPMP_MC-10";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.278163794367731;"GH2E"
"2020";"NORWAY";"NO1";"NO1_A1";"GNR_ROR_WTR";"WATER";"ELECTRICITY";"HYDRO-RUN-OF-RIVER";"TWh";0.145835120360199;"GH2E"
"2020";"NORWAY";"NO1";"NO1_A1";"GNR_WT_WIND_ONS_RG2";"WIND";"ELECTRICITY";"WIND-ON";"TWh";0.0901528555738086;"GH2E"
"2020";"NORWAY";"NO2";"NO2_A1";"GNR_RES_WTR_NOPMP_MC-01";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";-0.785040200393283;"GH2E"
"2020";"NORWAY";"NO2";"NO2_A1";"GNR_RES_WTR_NOPMP_MC-02";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";-1.42890289488186;"GH2E"
"2020";"NORWAY";"NO2";"NO2_A1";"GNR_RES_WTR_NOPMP_MC-03";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.399930093344047;"GH2E"
"2020";"NORWAY";"NO2";"NO2_A1";"GNR_RES_WTR_NOPMP_MC-04";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";1.87545363736193;"GH2E"
"2020";"NORWAY";"NO2";"NO2_A1";"GNR_RES_WTR_NOPMP_MC-05";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";2.05675798608079;"GH2E"
"2020";"NORWAY";"NO2";"NO2_A1";"GNR_RES_WTR_NOPMP_MC-06";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";3.0131899883758;"GH2E"
"2020";"NORWAY";"NO2";"NO2_A1";"GNR_RES_WTR_NOPMP_MC-07";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";3.30783193738105;"GH2E"
"2020";"NORWAY";"NO2";"NO2_A1";"GNR_RES_WTR_NOPMP_MC-08";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";3.3705350596508;"GH2E"
"2020";"NORWAY";"NO2";"NO2_A1";"GNR_RES_WTR_NOPMP_MC-09";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";3.38493617406835;"GH2E"
"2020";"NORWAY";"NO2";"NO2_A1";"GNR_RES_WTR_NOPMP_MC-10";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";3.62811556149788;"GH2E"
"2020";"NORWAY";"NO2";"NO2_A1";"GNR_RES_WTR_PMP_MC-01";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";2.0522940461782;"GH2E"
"2020";"NORWAY";"NO2";"NO2_A1";"GNR_ROR_WTR";"WATER";"ELECTRICITY";"HYDRO-RUN-OF-RIVER";"TWh";0.631068102723412;"GH2E"
"2020";"NORWAY";"NO2";"NO2_A1";"GNR_WT_WIND_ONS_RG2";"WIND";"ELECTRICITY";"WIND-ON";"TWh";0.191613638350886;"GH2E"
"2020";"NORWAY";"NO2";"NO2_VRE-OFF1_RG2_20-30";"NO2-OFF1_WT_WIND_OFF_L-RG2_Y-2020";"WIND";"ELECTRICITY";"WIND-OFF";"TWh";8.18802565521682;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A1";"GNR_RES_WTR_NOPMP_MC-01";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";-0.2234857096773;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A1";"GNR_RES_WTR_NOPMP_MC-02";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.231990346305678;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A1";"GNR_RES_WTR_NOPMP_MC-03";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.591439818296405;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A1";"GNR_RES_WTR_NOPMP_MC-04";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.782031791646472;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A1";"GNR_RES_WTR_NOPMP_MC-05";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.949344392940702;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A1";"GNR_RES_WTR_NOPMP_MC-06";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.858424699479343;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A1";"GNR_RES_WTR_NOPMP_MC-07";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";1.13853202819987;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A1";"GNR_RES_WTR_NOPMP_MC-08";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";1.20219278472726;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A1";"GNR_RES_WTR_NOPMP_MC-09";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";1.18946063342178;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A1";"GNR_RES_WTR_NOPMP_MC-10";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";1.18946063342178;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A1";"GNR_RES_WTR_PMP_MC-01";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.255857440086159;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A1";"GNR_ROR_WTR";"WATER";"ELECTRICITY";"HYDRO-RUN-OF-RIVER";"TWh";1.3531500685674;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A1";"GNR_WT_WIND_ONS_RG1";"WIND";"ELECTRICITY";"WIND-ON";"TWh";0.0193451122950476;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A1";"GNR_WT_WIND_ONS_RG2";"WIND";"ELECTRICITY";"WIND-ON";"TWh";0.263951170184786;"GH2E"
"2020";"NORWAY";"NO3";"NO3_A1";"GNR_WT_WIND_ONS_RG3";"WIND";"ELECTRICITY";"WIND-ON";"TWh";0.0454854612281514;"GH2E"
"2020";"NORWAY";"NO4";"NO4_A1";"GNR_RES_WTR_NOPMP_MC-01";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.620598206325324;"GH2E"
"2020";"NORWAY";"NO4";"NO4_A1";"GNR_RES_WTR_NOPMP_MC-02";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.971135079361792;"GH2E"
"2020";"NORWAY";"NO4";"NO4_A1";"GNR_RES_WTR_NOPMP_MC-03";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";1.54818757001696;"GH2E"
"2020";"NORWAY";"NO4";"NO4_A1";"GNR_RES_WTR_NOPMP_MC-04";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";1.96603928204023;"GH2E"
"2020";"NORWAY";"NO4";"NO4_A1";"GNR_RES_WTR_NOPMP_MC-05";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";1.95569292051592;"GH2E"
"2020";"NORWAY";"NO4";"NO4_A1";"GNR_RES_WTR_NOPMP_MC-06";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";1.77536073350857;"GH2E"
"2020";"NORWAY";"NO4";"NO4_A1";"GNR_RES_WTR_NOPMP_MC-07";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";2.05035912135706;"GH2E"
"2020";"NORWAY";"NO4";"NO4_A1";"GNR_RES_WTR_NOPMP_MC-08";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";1.92403684582257;"GH2E"
"2020";"NORWAY";"NO4";"NO4_A1";"GNR_RES_WTR_NOPMP_MC-09";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";1.93296958606067;"GH2E"
"2020";"NORWAY";"NO4";"NO4_A1";"GNR_RES_WTR_NOPMP_MC-10";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";1.99212182627396;"GH2E"
"2020";"NORWAY";"NO4";"NO4_A1";"GNR_ROR_WTR";"WATER";"ELECTRICITY";"HYDRO-RUN-OF-RIVER";"TWh";0.668932769015872;"GH2E"
"2020";"NORWAY";"NO4";"NO4_A1";"GNR_WT_WIND_ONS_RG1";"WIND";"ELECTRICITY";"WIND-ON";"TWh";0.00572127115847643;"GH2E"
"2020";"NORWAY";"NO4";"NO4_A1";"GNR_WT_WIND_ONS_RG2";"WIND";"ELECTRICITY";"WIND-ON";"TWh";0.142281791820755;"GH2E"
"2020";"NORWAY";"NO4";"NO4_A1";"GNR_WT_WIND_ONS_RG3";"WIND";"ELECTRICITY";"WIND-ON";"TWh";0.0305559702492797;"GH2E"
"2020";"NORWAY";"NO5";"NO5_A1";"GNR_RES_WTR_NOPMP_MC-01";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.188590772418469;"GH2E"
"2020";"NORWAY";"NO5";"NO5_A1";"GNR_RES_WTR_NOPMP_MC-02";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";1.2284644181392;"GH2E"
"2020";"NORWAY";"NO5";"NO5_A1";"GNR_RES_WTR_NOPMP_MC-03";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";1.41480885542315;"GH2E"
"2020";"NORWAY";"NO5";"NO5_A1";"GNR_RES_WTR_NOPMP_MC-04";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";1.87563324087343;"GH2E"
"2020";"NORWAY";"NO5";"NO5_A1";"GNR_RES_WTR_NOPMP_MC-05";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";2.15938933644954;"GH2E"
"2020";"NORWAY";"NO5";"NO5_A1";"GNR_RES_WTR_NOPMP_MC-06";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";1.76169694701888;"GH2E"
"2020";"NORWAY";"NO5";"NO5_A1";"GNR_RES_WTR_NOPMP_MC-07";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";2.32091256087673;"GH2E"
"2020";"NORWAY";"NO5";"NO5_A1";"GNR_RES_WTR_NOPMP_MC-08";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";2.06162031366628;"GH2E"
"2020";"NORWAY";"NO5";"NO5_A1";"GNR_RES_WTR_NOPMP_MC-09";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";2.43226591770837;"GH2E"
"2020";"NORWAY";"NO5";"NO5_A1";"GNR_RES_WTR_NOPMP_MC-10";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";2.31802130976037;"GH2E"
"2020";"NORWAY";"NO5";"NO5_A1";"GNR_RES_WTR_PMP_MC-01";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";1.51240336166745;"GH2E"
"2020";"NORWAY";"NO5";"NO5_A1";"GNR_ROR_WTR";"WATER";"ELECTRICITY";"HYDRO-RUN-OF-RIVER";"TWh";2.24743356506317;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Large";"GNR_SH_SUN";"SUN";"HEAT";"SOLAR-HEATING";"TWh";0.00128032142394472;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Rural";"GNR_SH_SUN";"SUN";"HEAT";"SOLAR-HEATING";"TWh";0.240790593921733;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Medium";"GNR_SH_SUN";"SUN";"HEAT";"SOLAR-HEATING";"TWh";0.00189894512192798;"GH2E"
"2020";"DENMARK";"DK1";"DK1_MedSmall";"GNR_SH_SUN";"SUN";"HEAT";"SOLAR-HEATING";"TWh";0.00184208929903;"GH2E"
"2020";"DENMARK";"DK1";"DK1_NoDH";"GNR_PV_SUN";"SUN";"ELECTRICITY";"SOLAR-PV";"TWh";0.187963856568207;"GH2E"
"2020";"DENMARK";"DK1";"DK1_NoDH";"GNR_ROR_WTR";"WATER";"ELECTRICITY";"HYDRO-RUN-OF-RIVER";"TWh";0.0186352748509096;"GH2E"
"2020";"DENMARK";"DK1";"DK1_NoDH";"GNR_WT_WIND_ONS_RG1";"WIND";"ELECTRICITY";"WIND-ON";"TWh";0.225881004492576;"GH2E"
"2020";"DENMARK";"DK1";"DK1_NoDH";"GNR_WT_WIND_ONS_RG2";"WIND";"ELECTRICITY";"WIND-ON";"TWh";1.19255127430292;"GH2E"
"2020";"DENMARK";"DK1";"DK1_NoDH";"GNR_WT_WIND_ONS_RG3";"WIND";"ELECTRICITY";"WIND-ON";"TWh";0.549437502063252;"GH2E"
"2020";"DENMARK";"DK1";"DK1_Offshore";"GNR_WT_WIND_OFF";"WIND";"ELECTRICITY";"WIND-OFF";"TWh";1.70468414559639;"GH2E"
"2020";"DENMARK";"DK1";"DK1_IND-LT-DH";"GNR_SH_SUN";"SUN";"HEAT";"SOLAR-HEATING";"TWh";6.74200790090241e-06;"GH2E"
"2020";"DENMARK";"DK2";"DK2_Rural";"GNR_SH_SUN";"SUN";"HEAT";"SOLAR-HEATING";"TWh";0.0412161319957162;"GH2E"
"2020";"DENMARK";"DK2";"DK2_Medium";"GNR_SH_SUN";"SUN";"HEAT";"SOLAR-HEATING";"TWh";0.00194387730629063;"GH2E"
"2020";"DENMARK";"DK2";"DK2_MedSmall";"GNR_SH_SUN";"SUN";"HEAT";"SOLAR-HEATING";"TWh";0.00581468193864684;"GH2E"
"2020";"DENMARK";"DK2";"DK2_NoDH";"GNR_PV_SUN";"SUN";"ELECTRICITY";"SOLAR-PV";"TWh";0.00256670469103589;"GH2E"
"2020";"DENMARK";"DK2";"DK2_NoDH";"GNR_ROR_WTR";"WATER";"ELECTRICITY";"HYDRO-RUN-OF-RIVER";"TWh";2.17981927030497e-05;"GH2E"
"2020";"DENMARK";"DK2";"DK2_NoDH";"GNR_WT_WIND_ONS_RG1";"WIND";"ELECTRICITY";"WIND-ON";"TWh";0.00402605309290413;"GH2E"
"2020";"DENMARK";"DK2";"DK2_NoDH";"GNR_WT_WIND_ONS_RG2";"WIND";"ELECTRICITY";"WIND-ON";"TWh";0.025804939689545;"GH2E"
"2020";"DENMARK";"DK2";"DK2_NoDH";"GNR_WT_WIND_ONS_RG3";"WIND";"ELECTRICITY";"WIND-ON";"TWh";0.0229403266955312;"GH2E"
"2020";"DENMARK";"DK2";"DK2_Offshore";"GNR_WT_WIND_OFF";"WIND";"ELECTRICITY";"WIND-OFF";"TWh";0.238938834683289;"GH2E"
"2020";"DENMARK";"DK2";"DK2_IND-LT-NODH";"GNR_SH_SUN";"SUN";"HEAT";"SOLAR-HEATING";"TWh";0.00182978754072895;"GH2E"
"2020";"FINLAND";"FIN";"FinA";"GNR_RES_WTR_NOPMP_MC-01";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.523346443396821;"GH2E"
"2020";"FINLAND";"FIN";"FinA";"GNR_RES_WTR_NOPMP_MC-02";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.628680268349559;"GH2E"
"2020";"FINLAND";"FIN";"FinA";"GNR_RES_WTR_NOPMP_MC-03";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.806415542882511;"GH2E"
"2020";"FINLAND";"FIN";"FinA";"GNR_RES_WTR_NOPMP_MC-04";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.837475889348569;"GH2E"
"2020";"FINLAND";"FIN";"FinA";"GNR_RES_WTR_NOPMP_MC-05";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.61284374;"GH2E"
"2020";"FINLAND";"FIN";"FinA";"GNR_RES_WTR_NOPMP_MC-06";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.52077085;"GH2E"
"2020";"FINLAND";"FIN";"FinA";"GNR_RES_WTR_NOPMP_MC-07";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.54910097;"GH2E"
"2020";"FINLAND";"FIN";"FinA";"GNR_RES_WTR_NOPMP_MC-08";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.61992627;"GH2E"
"2020";"FINLAND";"FIN";"FinA";"GNR_RES_WTR_NOPMP_MC-09";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.57034856;"GH2E"
"2020";"FINLAND";"FIN";"FinA";"GNR_RES_WTR_NOPMP_MC-10";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.71199916;"GH2E"
"2020";"FINLAND";"FIN";"FinA";"GNR_ROR_WTR";"WATER";"ELECTRICITY";"HYDRO-RUN-OF-RIVER";"TWh";4.69405305463901;"GH2E"
"2020";"FINLAND";"FIN";"FinA";"GNR_WT_WIND_ONS_RG1";"WIND";"ELECTRICITY";"WIND-ON";"TWh";0.0419420905840049;"GH2E"
"2020";"FINLAND";"FIN";"FinA";"GNR_WT_WIND_ONS_RG2";"WIND";"ELECTRICITY";"WIND-ON";"TWh";0.339759906882349;"GH2E"
"2020";"FINLAND";"FIN";"FinA";"GNR_WT_WIND_ONS_RG3";"WIND";"ELECTRICITY";"WIND-ON";"TWh";0.326093421189601;"GH2E"
"2020";"FINLAND";"FIN";"FI_medium_gas";"GNR_SH_SUN_LS_Y-2020";"SUN";"HEAT";"SOLAR-HEATING";"TWh";1.76104845909533;"GH2E"
"2020";"FINLAND";"FIN";"FI_small_gas";"GNR_SH_SUN_LS_Y-2020";"SUN";"HEAT";"SOLAR-HEATING";"TWh";0.751538394228932;"GH2E"
"2020";"GERMANY";"DE4-E";"DE4-E_A";"GNR_PV_SUN";"SUN";"ELECTRICITY";"SOLAR-PV";"TWh";1.22469991317663;"GH2E"
"2020";"GERMANY";"DE4-E";"DE4-E_A";"GNR_ROR_WTR";"WATER";"ELECTRICITY";"HYDRO-RUN-OF-RIVER";"TWh";0.386655016224694;"GH2E"
"2020";"GERMANY";"DE4-E";"DE4-E_A";"GNR_WT_WIND_ONS_RG1";"WIND";"ELECTRICITY";"WIND-ON";"TWh";1.03146021317809;"GH2E"
"2020";"GERMANY";"DE4-E";"DE4-E_A";"GNR_WT_WIND_ONS_RG2";"WIND";"ELECTRICITY";"WIND-ON";"TWh";2.96265031131649;"GH2E"
"2020";"GERMANY";"DE4-E";"DE4-E_A";"GNR_WT_WIND_ONS_RG3";"WIND";"ELECTRICITY";"WIND-ON";"TWh";1.98959008554366;"GH2E"
"2020";"GERMANY";"DE4-E";"DE4-E_Offshore";"GNR_WT_WIND_OFF";"WIND";"ELECTRICITY";"WIND-OFF";"TWh";2.50509087699027;"GH2E"
"2020";"GERMANY";"DE4-N";"DE4-N_A";"GNR_PV_SUN";"SUN";"ELECTRICITY";"SOLAR-PV";"TWh";0.370182498453442;"GH2E"
"2020";"GERMANY";"DE4-N";"DE4-N_A";"GNR_ROR_WTR";"WATER";"ELECTRICITY";"HYDRO-RUN-OF-RIVER";"TWh";0.0058416995794695;"GH2E"
"2020";"GERMANY";"DE4-N";"DE4-N_A";"GNR_WT_WIND_ONS_RG1";"WIND";"ELECTRICITY";"WIND-ON";"TWh";0.681473961375764;"GH2E"
"2020";"GERMANY";"DE4-N";"DE4-N_A";"GNR_WT_WIND_ONS_RG2";"WIND";"ELECTRICITY";"WIND-ON";"TWh";2.9204798110601;"GH2E"
"2020";"GERMANY";"DE4-N";"DE4-N_A";"GNR_WT_WIND_ONS_RG3";"WIND";"ELECTRICITY";"WIND-ON";"TWh";1.34600662356994;"GH2E"
"2020";"GERMANY";"DE4-N";"DE4-N_Offshore";"GNR_WT_WIND_OFF";"WIND";"ELECTRICITY";"WIND-OFF";"TWh";2.2452553804268;"GH2E"
"2020";"GERMANY";"DE4-S";"DE4-S_A";"GNR_PV_SUN";"SUN";"ELECTRICITY";"SOLAR-PV";"TWh";0.393864614386816;"GH2E"
"2020";"GERMANY";"DE4-S";"DE4-S_A";"GNR_RES_WTR_NOPMP";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.00141663298300645;"GH2E"
"2020";"GERMANY";"DE4-S";"DE4-S_A";"GNR_ROR_WTR";"WATER";"ELECTRICITY";"HYDRO-RUN-OF-RIVER";"TWh";2.72600818306098;"GH2E"
"2020";"GERMANY";"DE4-S";"DE4-S_A";"GNR_WT_WIND_ONS_RG1";"WIND";"ELECTRICITY";"WIND-ON";"TWh";0.365468618597662;"GH2E"
"2020";"GERMANY";"DE4-S";"DE4-S_A";"GNR_WT_WIND_ONS_RG2";"WIND";"ELECTRICITY";"WIND-ON";"TWh";0.282703462285529;"GH2E"
"2020";"GERMANY";"DE4-S";"DE4-S_A";"GNR_WT_WIND_ONS_RG3";"WIND";"ELECTRICITY";"WIND-ON";"TWh";0.119995963939279;"GH2E"
"2020";"GERMANY";"DE4-W";"DE4-W_A";"GNR_PV_SUN";"SUN";"ELECTRICITY";"SOLAR-PV";"TWh";0.922004289328123;"GH2E"
"2020";"GERMANY";"DE4-W";"DE4-W_A";"GNR_ROR_WTR";"WATER";"ELECTRICITY";"HYDRO-RUN-OF-RIVER";"TWh";0.15110945128304;"GH2E"
"2020";"GERMANY";"DE4-W";"DE4-W_A";"GNR_WT_WIND_ONS_RG1";"WIND";"ELECTRICITY";"WIND-ON";"TWh";1.78927267477785;"GH2E"
"2020";"GERMANY";"DE4-W";"DE4-W_A";"GNR_WT_WIND_ONS_RG2";"WIND";"ELECTRICITY";"WIND-ON";"TWh";4.90764052760981;"GH2E"
"2020";"GERMANY";"DE4-W";"DE4-W_A";"GNR_WT_WIND_ONS_RG3";"WIND";"ELECTRICITY";"WIND-ON";"TWh";2.14392482265692;"GH2E"
"2020";"GERMANY";"DE4-W";"DE4-W_Offshore";"GNR_WT_WIND_OFF";"WIND";"ELECTRICITY";"WIND-OFF";"TWh";4.8727587964659;"GH2E"
"2020";"NETHERLANDS";"NL";"NL_A";"GNR_PV_SUN";"SUN";"ELECTRICITY";"SOLAR-PV";"TWh";0.207993251966019;"GH2E"
"2020";"NETHERLANDS";"NL";"NL_A";"GNR_ROR_WTR";"WATER";"ELECTRICITY";"HYDRO-RUN-OF-RIVER";"TWh";0.0356626197158729;"GH2E"
"2020";"NETHERLANDS";"NL";"NL_A";"GNR_WT_WIND_ONS_RG1";"WIND";"ELECTRICITY";"WIND-ON";"TWh";0.388195838060713;"GH2E"
"2020";"NETHERLANDS";"NL";"NL_A";"GNR_WT_WIND_ONS_RG2";"WIND";"ELECTRICITY";"WIND-ON";"TWh";1.08307432402035;"GH2E"
"2020";"NETHERLANDS";"NL";"NL_A";"GNR_WT_WIND_ONS_RG3";"WIND";"ELECTRICITY";"WIND-ON";"TWh";0.260146613097254;"GH2E"
"2020";"NETHERLANDS";"NL";"NL_Offshore";"GNR_WT_WIND_OFF";"WIND";"ELECTRICITY";"WIND-OFF";"TWh";1.5347153318082;"GH2E"
"2020";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-01";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.671332281329167;"GH2E"
"2020";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-02";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";0.995303680173028;"GH2E"
"2020";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-03";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";1.16344370554754;"GH2E"
"2020";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-04";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";1.22119114867919;"GH2E"
"2020";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-05";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";1.2401707025731;"GH2E"
"2020";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-06";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";1.23874430081042;"GH2E"
"2020";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-07";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";1.2753415090296;"GH2E"
"2020";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-08";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";1.25704290492001;"GH2E"
"2020";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-09";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";1.26403668929068;"GH2E"
"2020";"SWEDEN";"SE1";"SE1A";"GNR_RES_WTR_NOPMP_MC-10";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";1.25021316211994;"GH2E"
"2020";"SWEDEN";"SE1";"SE1A";"GNR_ROR_WTR";"WATER";"ELECTRICITY";"HYDRO-RUN-OF-RIVER";"TWh";3.07093483883471;"GH2E"
"2020";"SWEDEN";"SE1";"SE1A";"GNR_WT_WIND_ONS_RG2";"WIND";"ELECTRICITY";"WIND-ON";"TWh";0.369011446862922;"GH2E"
"2020";"SWEDEN";"SE1";"SE1A";"GNR_WT_WIND_ONS_RG3";"WIND";"ELECTRICITY";"WIND-ON";"TWh";0.251502107806458;"GH2E"
"2020";"SWEDEN";"SE2";"SE2A";"GNR_RES_WTR_NOPMP_MC-01";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";1.2320150476959;"GH2E"
"2020";"SWEDEN";"SE2";"SE2A";"GNR_RES_WTR_NOPMP_MC-02";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";1.45707877478571;"GH2E"
"2020";"SWEDEN";"SE2";"SE2A";"GNR_RES_WTR_NOPMP_MC-03";"WATER";"ELECTRICITY";"HYDRO-RESERVOIRS";"TWh";1.52070639801878;"GH2E"
